ILOC_CODE_2016,OH_R_Tot_DS_SH,OH_R_Tot_DS_SDRTHT,OH_R_Tot_DS_FA,OH_R_Tot_DS_OD_C,OH_R_Tot_DS_OD_CH,OH_R_Tot_DS_OD_IH_t_SO,OH_R_Tot_OD_HF_a_SO,OH_R_Tot_DS_OD_Tot,OH_R_Tot_DS_NS,OH_R_Tot_DS_Tot,OH_OTT_DS_SH,OH_OTT_DS_SDRTHT,OH_OTT_DS_FA,OH_OTT_DS_OD_C,OH_OTT_DS_OD_CH,OH_OTT_DS_OD_IH_t_SO,OH_OTT_OD_HF_a_SO,OH_OTT_DS_OD_Tot,OH_OTT_DS_NS,OH_OTT_DS_Tot,OH_T_NS_DS_SH,OH_T_NS_DS_SDRTHT,OH_T_NS_DS_FA,OH_T_NS_DS_OD_C,OH_T_NS_DS_OD_CH,OH_T_NS_DS_OD_IH_t_SO,OH_T_NS_OD_HF_a_SO,OH_T_NS_DS_OD_Tot,OH_T_NS_DS_NS,OH_T_NS_DS_Tot,OH_Tot_DS_SHouse,OH_Tot_DS_SDRTHT,OH_Tot_DS_F_u_or_a,OH_Tot_DS_OD_C,OH_Tot_DS_OD_CH,OH_Tot_DS_OD_IH_t_SO,OH_Tot_DS_OD_HF_a_to_a_s_o,OH_Tot_DS_OD_Tot,OH_Tot_DS_NS,OH_Tot_Tot,T_h_OO_DS_SH,T_h_OO_DS_SDRTHT,T_h_OO_DS_FA,T_h_OO_DS_OD_C,T_h_OO_DS_OD_CH,T_h_OO_DS_OD_IH_t_SO,T_h_OO_OD_HF_a_SO,T_h_OO_DS_OD_Tot,T_h_OO_DS_NS,T_h_OO_DS_Tot,T_h_M_DS_SH,T_h_M_DS_SDRTHT,T_h_M_DS_FA,T_h_M_DS_OD_C,T_h_M_DS_OD_CH,T_h_M_DS_OD_IH_t_SO,T_h_M_OD_HF_a_SO,T_h_M_DS_OD_Tot,T_h_M_DS_NS,T_h_M_DS_Tot,T_h_RREA_DS_SH,T_h_RREA_DS_SDRTHT,T_h_RREA_DS_FA,T_h_RREA_DS_OD_C,T_h_RREA_DS_OD_CH,T_h_RREA_DS_OD_IH_t_SO,T_h_RREA_OD_HF_a_SO,T_h_RREA_DS_OD_Tot,T_h_RREA_DS_NS,T_h_RREA_DS_Tot,T_h_RHA_DS_SH,T_h_RHA_DS_SDRTHT,T_h_RHA_DS_FA,T_h_RHA_DS_OD_C,T_h_RHA_DS_OD_CH,T_h_RHA_DS_OD_IH_t_SO,T_h_RHA_OD_HF_a_SO,T_h_RHA_DS_OD_Tot,T_h_RHA_DS_NS,T_h_RHA_DS_Tot,T_h_R_PSH_DS_SH,T_h_R_PSH_DS_SDRTHT,T_h_R_PSH_DS_FA,T_h_R_PSH_DS_OD_C,T_h_R_PSH_DS_OD_CH,T_h_R_PSH_DS_OD_IH_t_SO,T_h_R_PSH_OD_HF_a_SO,T_h_R_PSH_DS_OD_Tot,T_h_R_PSH_DS_NS,T_h_R_PSH_DS_Tot,T_h_R_HCC_DS_SH,T_h_R_HCC_DS_SDRTHT,T_h_R_HCC_DS_FA,T_h_R_HCC_DS_OD_C,T_h_R_HCC_DS_OD_CH,T_h_R_HCC_DS_OD_IH_t_SO,T_h_R_HCC_OD_HF_a_SO,T_h_R_HCC_DS_OD_Tot,T_h_R_HCC_DS_NS,T_h_R_HCC_DS_Tot,T_h_R_OLT_DS_SH,T_h_R_OLT_DS_SDRTHT,T_h_R_OLT_DS_FA,T_h_R_OLT_DS_OD_C,T_h_R_OLT_DS_OD_CH,T_h_R_OLT_DS_OD_IH_t_SO,T_h_R_OLT_OD_HF_a_SO,T_h_R_OLT_DS_OD_Tot,T_h_R_OLT_DS_NS,T_h_R_OLT_DS_Tot,T_h_R_LNS_DS_SH,T_h_R_LNS_DS_SDRTHT,T_h_R_LNS_DS_FA,T_h_R_LNS_DS_OD_C,T_h_R_LNS_DS_OD_CH,T_h_R_LNS_DS_OD_IH_t_SO,T_h_R_LNS_OD_HF_a_SO,T_h_R_LNS_DS_OD_Tot,T_h_R_LNS_DS_NS,T_h_R_LNS_DS_Tot,T_h_R_Tot_DS_SH,T_h_R_Tot_DS_SDRTHT,T_h_R_Tot_DS_FA,T_h_R_Tot_DS_OD_C,T_h_R_Tot_DS_OD_CH,T_h_R_Tot_DS_OD_IH_t_SO,T_h_R_Tot_OD_HF_a_SO,T_h_R_Tot_DS_OD_Tot,T_h_R_Tot_DS_NS,T_h_R_Tot_DS_Tot,T_h_OTT_DS_SH,T_h_OTT_DS_SDRTHT,T_h_OTT_DS_FA,T_h_OTT_DS_OD_C,T_h_OTT_DS_OD_CH,T_h_OTT_DS_OD_IH_t_SO,T_h_OTT_OD_HF_a_SO,T_h_OTT_DS_OD_Tot,T_h_OTT_DS_NS,T_h_OTT_DS_Tot,T_h_T_NS_DS_SH,T_h_T_NS_DS_SDRTHT,T_h_T_NS_DS_FA,T_h_T_NS_DS_OD_C,T_h_T_NS_DS_OD_CH,T_h_T_NS_DS_OD_IH_t_SO,T_h_T_NS_OD_HF_a_SO,T_h_T_NS_DS_OD_Tot,T_h_T_NS_DS_NS,T_h_T_NS_DS_Tot,T_h_Tot_DS_SH,T_h_Tot_DS_SDRTHT,T_h_Tot_DS_FA,T_h_Tot_DS_OD_C,T_h_Tot_DS_OD_CH,T_h_Tot_DS_OD_IH_t_SO,T_h_Tot_OD_HF_a_SO,T_h_Tot_DS_OD_Tot,T_h_Tot_DS_NS,T_h_Tot_DS_Tot
ILOC50500804,466,10,0,0,0,0,0,0,0,479,9,0,0,0,0,0,0,0,0,12,52,3,0,0,0,0,0,0,0,50,2709,38,0,0,0,0,0,0,0,2746,624,8,0,0,0,0,0,0,0,630,1607,17,0,0,0,0,0,0,0,1623,218,5,0,0,0,0,0,0,0,230,64,0,0,0,0,0,0,0,0,64,184,3,0,0,0,0,0,0,0,184,3,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,14,504,10,0,0,0,0,0,0,0,516,10,0,0,0,0,0,0,0,0,11,51,3,0,0,0,0,0,0,0,55,2797,38,0,0,0,0,0,0,0,2838
ILOC50500805,429,33,4,0,0,0,3,4,0,474,9,0,0,0,0,0,0,0,0,9,40,0,3,0,0,0,0,0,0,40,1753,51,29,0,0,3,7,7,4,1841,449,3,5,0,0,0,0,0,0,451,869,12,15,0,0,0,0,3,3,900,190,9,3,0,0,0,0,0,0,204,64,11,0,0,0,0,0,0,0,78,174,7,0,0,0,0,3,7,0,185,3,3,0,0,0,0,0,0,0,8,18,3,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,7,455,33,4,0,0,0,7,6,0,506,6,0,0,0,0,0,0,0,0,11,43,0,3,0,0,0,0,0,0,44,1822,51,28,0,0,3,8,9,4,1913
ILOC50500806,421,167,0,0,0,0,0,0,0,593,8,0,0,0,0,0,0,0,0,11,43,9,0,0,0,0,0,0,0,55,1538,302,0,0,0,0,0,0,0,1837,458,23,0,0,0,0,0,0,0,478,618,98,0,0,0,0,0,0,0,719,205,57,0,0,0,0,0,0,0,261,57,74,0,0,0,0,0,0,0,134,150,29,0,0,0,0,0,0,0,183,3,5,0,0,0,0,0,0,0,9,23,5,0,0,0,0,0,0,0,26,8,5,0,0,0,0,0,0,0,16,449,174,0,0,0,0,0,0,0,624,7,0,0,0,0,0,0,0,0,15,43,8,0,0,0,0,0,0,0,54,1582,309,0,0,0,0,0,0,0,1893
ILOC50500807,769,194,71,42,0,0,27,70,10,1112,23,91,0,3,0,0,0,3,0,114,83,23,0,11,0,0,3,15,15,141,3677,539,124,99,0,0,58,160,35,4532,1005,156,15,39,0,0,22,61,0,1232,1864,76,35,0,0,0,17,20,11,1999,308,94,23,0,0,0,7,7,4,435,89,33,30,0,0,0,0,3,0,159,346,35,13,0,0,0,10,11,4,405,6,34,3,0,0,0,0,3,0,49,58,3,0,45,0,0,7,50,0,120,23,6,0,0,0,0,0,0,0,32,839,201,79,47,0,0,27,77,10,1198,19,91,0,3,0,0,0,3,0,117,88,30,0,11,0,0,3,15,15,148,3818,549,122,102,0,0,61,167,36,4691
ILOC50500808,1217,237,46,0,0,0,0,0,3,1509,24,56,0,0,0,0,0,0,0,78,136,27,3,0,0,0,0,0,0,170,7128,631,70,0,0,0,0,0,8,7836,2430,158,3,0,0,0,0,0,0,2595,3402,159,17,0,0,0,3,4,0,3573,613,109,33,0,0,0,0,0,4,759,103,70,3,0,0,0,0,0,0,176,480,62,9,0,0,0,0,0,0,556,5,7,0,0,0,0,0,0,0,15,57,3,0,0,0,0,0,0,0,60,28,3,0,0,0,0,0,0,0,31,1280,249,50,0,0,0,0,0,3,1589,26,55,0,0,0,0,0,0,0,80,141,27,3,0,0,0,0,0,0,170,7285,647,70,0,0,0,3,4,8,8014
ILOC50500901,2485,734,601,0,9,0,10,15,21,3860,41,3,4,0,0,0,0,0,0,48,235,48,26,0,5,0,0,3,6,312,15745,1550,860,0,57,0,13,77,33,18258,4554,359,81,0,38,0,0,43,0,5041,8538,412,145,0,0,0,4,7,10,9111,1506,438,453,0,0,0,0,0,10,2406,77,94,23,0,0,0,0,0,0,185,876,187,121,0,7,0,8,9,8,1205,11,11,0,0,0,0,0,0,0,23,48,11,10,0,3,0,0,6,4,81,23,10,6,0,3,0,0,3,0,36,2537,754,608,0,9,0,10,15,21,3933,41,3,4,0,0,0,0,0,0,48,236,51,26,0,5,0,0,3,6,319,15904,1574,864,0,57,0,13,77,33,18452
ILOC50500902,4336,753,102,0,0,0,0,0,4,5196,125,74,29,0,0,0,0,0,0,231,451,85,28,0,6,0,0,6,5,572,31711,2842,370,9,82,3,4,95,32,35051,12155,1081,197,9,77,3,0,86,6,13520,14827,855,18,0,0,0,0,6,9,15717,2504,342,29,0,0,0,0,0,0,2881,86,76,10,0,0,0,0,0,0,175,1653,309,57,0,0,0,0,0,3,2020,23,16,0,0,0,0,0,0,0,39,96,8,4,0,0,0,0,0,0,109,71,7,0,0,0,0,0,0,0,79,4429,765,99,0,0,0,0,0,4,5303,133,74,29,0,0,0,0,0,0,229,456,88,28,0,6,0,0,6,5,579,31995,2868,366,9,82,3,4,95,32,35357
ILOC50501001,780,158,0,3,0,0,0,4,7,954,10,95,0,0,0,0,0,0,0,105,85,11,0,0,0,0,0,0,0,96,3977,443,0,7,0,0,0,11,8,4431,1164,89,0,4,0,0,0,4,0,1259,1998,85,0,0,0,0,0,0,0,2081,407,59,0,0,0,0,0,0,0,467,80,58,0,0,0,0,0,0,0,135,318,41,0,0,0,0,0,0,3,365,0,14,0,0,0,0,0,0,0,12,21,0,0,3,0,0,0,4,0,31,13,0,0,0,0,0,0,0,0,16,845,168,0,3,0,0,0,4,7,1024,10,95,0,0,0,0,0,0,0,105,87,10,0,0,0,0,0,0,0,100,4102,452,0,7,0,0,0,11,8,4571
ILOC50501002,763,64,0,0,0,0,0,0,3,829,25,3,0,0,0,0,0,0,0,26,96,3,0,0,0,0,0,0,0,100,4057,127,0,0,0,0,3,3,7,4197,1205,12,0,0,0,0,3,3,0,1223,2049,41,0,0,0,0,0,0,0,2091,426,46,0,0,0,0,0,0,0,469,56,10,0,0,0,0,0,0,0,65,301,10,0,0,0,0,0,0,0,312,3,0,0,0,0,0,0,0,0,3,25,3,0,0,0,0,0,0,0,29,17,0,0,0,0,0,0,0,0,17,822,62,0,0,0,0,0,0,3,890,29,3,0,0,0,0,0,0,0,25,102,3,0,0,0,0,0,0,0,107,4204,127,0,0,0,0,3,3,7,4338
ILOC50501003,1116,155,39,3,0,3,3,3,15,1330,43,26,0,0,0,0,0,3,0,77,183,19,4,3,0,0,0,3,3,208,10433,422,47,48,0,9,32,92,31,11032,4179,170,4,42,0,0,18,66,14,4429,4996,54,5,0,0,3,10,15,10,5076,571,59,0,0,0,0,0,0,3,634,17,33,9,0,0,0,0,0,0,55,508,38,0,0,0,3,3,3,3,551,5,24,28,0,0,0,0,0,0,59,22,0,0,3,0,0,0,3,0,23,28,5,0,0,0,0,0,0,4,37,1154,163,39,3,0,3,3,3,10,1367,43,26,0,0,0,0,0,3,0,77,185,19,3,3,0,0,0,3,3,214,10561,428,50,48,0,9,32,92,37,11165
ILOC50501101,1346,238,268,0,0,0,17,14,0,1868,22,24,0,0,0,0,0,0,0,50,139,26,10,0,0,0,4,4,0,179,5533,405,373,0,0,0,60,60,4,6385,1296,60,17,0,0,0,6,6,0,1383,2847,63,81,0,0,0,34,34,0,3026,720,80,108,0,0,0,8,8,0,914,163,126,108,0,0,0,0,0,0,401,515,23,51,0,0,0,8,7,0,598,16,15,19,0,0,0,0,0,0,53,36,5,3,0,0,0,0,0,0,49,23,3,0,0,0,0,0,0,0,27,1481,253,292,0,0,0,19,14,0,2043,28,24,0,0,0,0,0,0,0,53,146,28,10,0,0,0,4,4,0,192,5798,420,399,0,0,0,64,67,4,6688
ILOC50501102,1194,109,27,0,0,0,0,0,6,1339,16,0,0,0,0,0,0,0,0,18,100,5,4,0,0,0,0,0,7,117,5706,261,39,3,0,0,0,3,36,6056,694,10,0,0,0,0,0,3,0,705,3786,138,10,0,0,0,0,0,22,3957,870,76,11,0,0,0,0,0,9,962,65,19,11,0,0,0,0,0,0,97,257,20,3,0,0,0,0,0,3,276,7,0,3,0,0,0,0,0,0,9,44,0,3,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,12,1248,114,27,0,0,0,0,0,6,1402,11,0,0,0,0,0,0,0,0,19,106,5,4,0,0,0,0,0,7,116,5848,267,39,3,0,0,0,3,36,6199
ILOC50501201,2434,2058,412,0,0,0,3,3,16,4922,86,34,27,0,0,0,0,0,0,139,262,142,39,0,0,0,0,0,9,447,14443,5574,781,3,0,0,3,5,66,20873,6316,1841,172,0,0,0,0,3,13,8343,5404,1516,130,0,0,0,0,3,32,7087,1389,1135,319,0,0,0,0,0,11,2851,94,275,12,0,0,0,0,0,0,380,868,612,70,0,0,0,0,0,4,1560,19,17,7,0,0,0,0,0,0,38,52,35,10,0,0,0,0,0,0,92,51,33,3,0,0,0,0,0,0,79,2473,2101,418,0,0,0,3,3,16,5008,87,34,27,0,0,0,0,0,0,143,267,142,39,0,0,0,0,0,9,451,14552,5630,785,3,0,0,3,5,66,21034
ILOC50501202,2226,564,112,0,0,0,0,0,11,2903,39,191,226,0,0,0,0,0,0,459,198,64,34,0,0,0,0,0,5,298,13339,1647,494,0,3,0,0,6,36,15521,6035,465,98,0,0,0,0,0,8,6605,4897,370,29,0,0,0,0,0,8,5304,1243,233,42,0,0,0,0,0,3,1521,233,174,8,0,0,0,0,0,0,413,725,146,30,0,0,0,0,0,0,897,11,16,21,0,0,0,0,0,0,51,41,11,10,0,0,0,0,0,0,65,49,10,0,0,0,0,0,0,0,56,2300,581,112,0,0,0,0,0,11,3000,38,191,226,0,0,0,0,0,0,459,198,62,34,0,0,0,0,0,5,305,13468,1679,492,0,3,0,0,6,36,15679
ILOC50501301,949,119,8,0,0,0,0,3,3,1077,45,15,0,0,0,0,0,0,0,59,161,11,4,3,0,0,0,3,3,189,10050,266,10,22,3,4,6,31,21,10387,3850,82,0,19,0,3,0,18,10,3956,5197,36,3,0,0,5,6,13,8,5249,469,28,0,0,0,0,0,0,0,505,22,49,6,0,0,0,0,0,0,75,418,24,4,0,0,0,0,0,4,450,13,21,0,0,0,0,0,0,0,32,31,3,0,0,0,0,0,0,0,38,36,0,0,0,0,0,0,0,0,36,994,118,8,0,0,0,0,3,3,1130,47,15,0,0,0,0,0,0,0,63,169,11,4,3,0,0,0,3,7,192,10250,272,10,24,3,4,6,36,26,10594
ILOC50501302,409,143,15,0,0,0,0,0,0,573,8,3,0,0,0,0,0,0,0,10,48,13,0,0,0,0,0,0,0,64,2611,249,19,0,0,0,3,3,0,2885,960,56,3,0,0,0,0,0,0,1020,1256,38,3,0,0,0,0,0,0,1290,199,25,8,0,0,0,0,0,0,233,50,51,3,0,0,0,0,0,0,97,187,36,3,0,0,0,0,0,0,231,5,25,0,0,0,0,0,0,0,27,8,11,0,0,0,0,0,0,0,21,11,3,0,0,0,0,0,0,0,18,460,153,15,0,0,0,0,0,0,624,8,3,0,0,0,0,0,0,0,7,58,16,0,0,0,0,0,0,0,73,2738,260,16,0,0,0,3,3,0,3020
ILOC50501401,1541,1345,7235,6,3,0,40,47,51,10219,34,23,81,0,0,0,0,0,4,144,156,50,251,0,0,9,0,12,15,481,6119,2901,11218,5,3,13,65,83,105,20430,2077,610,1272,3,0,3,9,9,19,3992,2338,881,2400,0,0,0,11,18,17,5643,795,770,5223,0,3,0,27,33,30,6861,45,166,534,0,0,0,0,0,4,744,637,352,1276,3,0,0,6,6,10,2283,16,32,78,0,0,0,0,0,3,127,39,25,135,0,0,0,0,0,0,202,28,16,55,0,0,0,0,0,4,103,1563,1367,7303,6,3,0,40,47,53,10328,34,24,81,0,0,0,0,0,4,144,160,57,250,0,0,13,0,11,15,496,6167,2931,11306,5,3,12,65,88,110,20599
ILOC50501402,3419,2062,3862,0,0,0,8,11,19,9371,100,67,371,0,0,0,0,0,3,543,324,99,182,0,0,0,0,0,8,614,20223,4943,6199,0,0,0,19,19,58,31444,9343,1610,1007,0,0,0,3,3,14,11977,7088,1110,789,0,0,0,4,11,14,9005,1991,1181,2485,0,0,0,4,4,7,5668,87,248,405,0,0,0,0,0,3,737,1143,523,796,0,0,0,0,0,5,2462,16,48,82,0,0,0,0,0,0,149,145,54,93,0,0,0,0,0,10,294,72,40,40,0,0,0,3,3,3,160,3455,2083,3899,0,0,0,8,11,21,9472,100,67,371,0,0,0,0,0,3,538,325,94,189,0,0,0,0,0,8,621,20315,4970,6250,0,0,0,19,19,61,31619
ILOC50501501,3262,313,30,0,0,0,0,0,7,3615,33,73,0,0,0,0,0,0,0,111,324,42,0,0,0,0,0,0,0,368,14019,715,33,3,0,0,3,9,9,14783,3459,177,0,0,0,0,0,0,0,3639,7200,109,0,0,0,0,0,3,0,7318,1871,134,7,0,0,0,0,0,3,2017,323,118,20,0,0,0,0,0,0,467,1114,56,0,0,0,0,0,0,0,1177,10,11,5,0,0,0,0,0,0,31,152,5,0,0,0,0,0,0,0,158,30,3,0,0,0,0,0,0,0,33,3503,335,34,0,0,0,0,5,7,3877,35,73,0,0,0,0,0,0,0,113,341,41,0,0,0,0,0,0,0,383,14533,743,34,3,0,0,3,9,9,15326
ILOC50501502,1948,762,577,23,3,0,4,31,5,3319,37,35,9,0,3,0,0,4,0,83,192,77,44,6,0,0,0,5,3,315,8119,1433,902,103,11,0,17,130,8,10599,3186,375,144,76,4,0,4,82,3,3788,2843,190,136,5,0,0,4,8,3,3176,1061,427,326,0,0,0,0,4,0,1815,105,109,94,0,0,0,0,0,0,314,695,194,112,8,0,0,0,5,0,1004,11,5,27,0,0,0,0,0,0,48,135,30,21,18,0,0,0,18,0,204,40,13,14,0,0,0,0,3,0,66,2039,785,588,23,3,0,4,32,5,3446,39,35,9,0,3,0,0,4,0,83,193,78,40,6,0,0,0,5,3,326,8295,1455,918,111,11,0,17,136,10,10818
ILOC50501503,3308,247,0,10,4,0,0,17,6,3579,38,60,0,0,0,0,0,0,0,102,242,18,0,3,0,0,0,3,4,265,15305,588,0,35,7,3,5,49,36,15981,2371,80,0,22,0,0,0,24,3,2472,9565,190,0,0,0,0,0,5,22,9776,2350,202,0,0,0,0,0,3,6,2566,25,0,0,0,0,0,0,0,0,26,768,38,0,3,0,0,0,3,0,808,0,0,0,0,0,0,0,0,0,5,243,15,0,9,4,0,0,8,0,268,34,0,0,0,0,0,0,0,0,33,3427,263,0,11,3,0,0,15,6,3714,44,60,0,0,0,0,0,0,0,100,244,18,0,3,0,0,0,3,4,271,15646,600,0,33,3,3,5,49,36,16338
ILOC50501601,1058,37,0,0,0,0,4,4,4,1098,23,0,0,0,0,0,0,0,0,26,137,3,3,0,0,0,0,0,0,148,8060,78,11,3,0,8,8,19,22,8197,1806,4,5,3,0,4,0,4,5,1827,5202,39,5,0,0,4,3,6,7,5266,555,15,0,0,0,0,0,0,0,574,4,0,0,0,0,0,0,0,0,4,441,5,0,0,0,0,0,0,3,448,7,6,0,0,0,0,0,0,0,11,60,0,0,0,0,0,0,0,0,62,32,0,0,0,0,0,0,0,0,34,1094,38,0,0,0,0,4,4,4,1141,26,0,0,0,0,0,0,0,0,29,147,3,3,0,0,0,0,0,0,155,8272,87,11,3,0,8,8,19,22,8417
ILOC50501701,1793,2677,1376,0,0,0,0,0,29,5875,99,88,57,0,0,0,0,0,3,243,161,114,62,0,0,0,0,0,4,341,7939,5804,2201,0,0,0,3,9,65,16012,3107,1518,351,0,0,0,0,0,13,4992,2811,1412,368,0,0,0,3,3,10,4601,877,1630,899,0,0,0,0,0,13,3416,333,198,137,0,0,0,0,0,0,672,539,771,318,0,0,0,0,0,10,1632,19,39,17,0,0,0,0,0,0,73,52,41,23,0,0,0,0,0,12,128,36,45,11,0,0,0,0,0,0,93,1853,2724,1401,0,0,0,0,0,29,6010,105,84,54,0,0,0,0,0,3,248,167,116,62,0,0,0,0,0,4,350,8034,5864,2233,0,0,0,3,9,65,16195
ILOC50501702,2282,2036,1605,0,0,0,4,4,28,5947,121,67,114,0,0,0,0,0,3,294,166,126,88,0,0,0,0,0,4,381,7279,3625,2507,0,0,0,19,20,50,13478,2025,543,267,0,0,0,3,7,6,2848,2738,858,438,0,0,0,11,11,12,4057,1221,1100,1135,0,0,0,0,0,10,3465,247,279,93,0,0,0,0,0,0,623,778,490,277,0,0,0,3,3,4,1553,29,137,87,0,0,0,0,0,5,257,61,65,30,0,0,0,0,0,0,157,25,33,11,0,0,0,0,0,0,70,2356,2094,1639,0,0,0,4,7,28,6119,121,65,114,0,0,0,0,0,3,304,167,129,90,0,0,0,0,0,7,403,7409,3690,2552,0,0,0,19,17,53,13724
ILOC50501801,3016,3728,1043,5,0,0,3,5,23,7815,82,132,59,0,0,0,0,0,0,266,293,228,67,0,0,0,0,0,5,586,17051,8928,1827,31,0,0,3,35,60,27906,6688,1983,386,25,0,0,0,29,11,9093,7045,2886,280,0,0,0,0,0,26,10239,1634,2061,608,0,0,0,0,0,5,4313,263,540,169,0,0,0,0,0,3,979,1023,1016,223,0,0,0,3,3,3,2271,32,62,22,0,0,0,0,0,0,118,71,68,21,5,0,0,0,4,6,169,65,53,6,0,0,0,0,0,0,122,3091,3796,1051,5,0,0,3,5,21,7966,77,132,59,0,0,0,0,0,0,269,291,224,69,0,0,0,0,0,9,594,17197,9022,1846,31,0,0,3,38,67,28160
ILOC50501802,2148,1750,1322,0,0,0,7,10,6,5242,57,188,127,0,0,0,0,0,0,369,259,133,89,0,0,0,0,0,7,484,12392,4169,2133,0,3,0,16,20,25,18748,5161,992,239,0,0,0,6,7,8,6410,4849,1125,369,0,0,0,0,3,4,6343,1029,840,763,0,0,0,6,6,0,2641,164,319,159,0,0,0,4,4,0,648,894,498,252,0,0,0,0,0,4,1648,11,63,138,0,0,0,0,0,0,211,101,33,33,0,0,0,0,0,0,168,54,26,6,0,0,0,0,0,0,83,2249,1774,1360,0,0,0,7,10,6,5405,57,188,127,0,0,0,0,0,0,369,266,143,87,0,0,0,0,0,7,496,12579,4219,2174,0,3,0,16,20,25,19022
ILOC50501803,1093,1142,60,0,0,0,0,0,4,2301,15,17,0,0,0,0,0,0,0,34,111,94,3,0,0,0,0,0,0,207,3901,2331,108,0,0,0,0,0,16,6356,1263,219,6,0,0,0,0,0,0,1484,1451,875,38,0,0,0,0,0,4,2373,567,592,25,0,0,0,0,0,4,1190,106,257,27,0,0,0,0,0,0,388,389,249,16,0,0,0,0,0,0,657,6,22,0,0,0,0,0,0,0,31,64,50,0,0,0,0,0,0,0,112,17,13,0,0,0,0,0,0,0,34,1154,1184,65,0,0,0,0,0,4,2410,15,12,0,0,0,0,0,0,0,34,122,95,3,0,0,0,0,0,0,222,4002,2387,113,0,0,0,0,0,16,6521
ILOC50501804,3010,6568,2560,0,0,0,3,6,30,12178,56,82,19,0,0,0,0,0,0,150,380,337,161,0,0,0,0,3,8,892,13897,14347,3974,0,0,3,8,15,89,32328,5676,2544,369,0,0,0,0,3,4,8598,4821,4872,872,0,0,0,0,0,41,10607,1559,3717,1708,0,0,0,3,4,15,6997,238,876,178,0,0,0,0,0,0,1290,1094,1723,582,0,0,0,3,3,15,3414,27,139,36,0,0,0,0,0,0,199,117,163,81,0,0,0,0,0,0,360,72,87,24,0,0,0,0,0,0,179,3106,6699,2602,0,0,0,9,9,34,12443,57,82,19,0,0,0,0,0,0,153,386,356,168,0,0,3,0,3,8,920,14039,14549,4021,0,0,4,9,15,88,32726
ILOC50501901,894,202,0,0,0,0,0,0,0,1100,26,0,0,0,0,0,0,0,0,23,92,12,0,0,0,0,0,0,0,107,6025,340,0,0,0,0,0,0,3,6371,1859,63,0,0,0,0,0,0,0,1918,3225,72,0,0,0,0,0,0,0,3300,438,56,0,0,0,0,0,0,0,488,93,117,0,0,0,0,0,0,0,212,354,21,0,0,0,0,0,0,0,374,7,7,0,0,0,0,0,0,0,12,41,8,0,0,0,0,0,0,0,44,23,7,0,0,0,0,0,0,0,30,952,209,0,0,0,0,0,0,0,1161,26,0,0,0,0,0,0,0,0,23,98,12,0,0,0,0,0,0,0,113,6157,350,0,0,0,0,0,0,3,6512
ILOC50501902,1079,302,53,0,0,0,0,0,0,1435,20,4,0,0,0,0,0,0,0,24,154,21,0,0,0,0,0,0,0,172,6015,659,71,0,0,0,4,4,4,6752,1658,98,3,0,0,0,0,0,0,1760,3215,238,9,0,0,0,0,0,4,3463,478,78,13,0,0,0,0,0,0,567,173,171,34,0,0,0,0,0,0,379,452,56,5,0,0,0,0,0,0,514,13,16,0,0,0,0,0,0,0,28,49,6,0,0,0,0,0,0,0,54,14,11,0,0,0,0,0,0,0,25,1181,336,53,0,0,0,0,0,0,1567,20,4,0,0,0,0,0,0,0,24,168,18,0,0,0,0,0,0,0,185,6239,697,71,0,0,0,4,4,8,7010
ILOC50501903,153,52,0,0,0,0,3,3,0,208,0,0,0,0,0,0,0,0,0,3,15,5,0,0,0,0,0,0,0,15,613,79,0,0,0,0,3,3,0,692,162,10,0,0,0,0,0,0,0,175,293,16,0,0,0,0,0,0,0,311,67,16,0,0,0,0,0,0,0,89,23,31,0,0,0,0,0,0,0,55,76,4,0,0,0,0,3,3,0,84,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,173,57,0,0,0,0,3,3,0,232,0,3,0,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,17,644,89,0,0,0,0,3,3,0,734
ILOC50501904,1274,298,5,5,6,3,0,10,11,1604,41,0,0,0,0,0,0,0,4,52,164,18,0,3,3,0,0,11,10,196,10217,1127,9,85,19,25,4,130,48,11544,2176,79,0,69,17,7,0,98,6,2364,6712,752,10,3,0,9,0,20,16,7504,746,221,0,0,0,0,0,0,6,971,19,5,0,0,0,0,0,0,0,26,458,73,0,0,0,3,0,4,9,543,13,0,0,0,0,0,0,0,0,15,57,9,0,4,3,0,0,7,0,74,36,9,0,0,0,0,0,0,0,47,1340,315,5,5,6,3,0,10,11,1682,41,0,0,0,0,0,0,0,3,54,169,20,0,3,3,0,0,11,10,204,10440,1164,9,83,23,23,4,133,51,11799
