ILOC_CODE_2016,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC50502001,0,78,7,81,10,174,13,199,0,72,0,75,0,66,3,70,0,96,5,98,0,63,3,65,0,62,5,64,4,36,0,43,5,19,0,24,30,666,31,730,0,86,6,96,3,165,4,178,5,77,0,78,0,52,4,61,3,100,3,109,0,82,0,83,10,71,3,79,5,44,0,56,12,18,0,27,40,693,25,759,0,169,12,174,19,332,21,370,4,144,3,157,3,122,8,133,3,199,6,206,8,141,3,149,5,129,9,148,9,81,3,97,14,38,4,52,74,1357,57,1484
ILOC50502101,6,97,4,103,14,160,9,181,3,53,0,53,0,36,0,37,0,76,0,76,0,40,0,40,3,39,0,43,0,26,0,25,3,5,0,11,25,535,24,579,0,79,6,82,7,157,9,176,0,51,5,52,0,48,3,52,0,101,9,115,3,64,0,66,4,51,0,56,4,25,0,27,4,8,4,14,29,586,29,643,6,173,5,184,19,317,24,356,3,97,9,106,4,90,3,93,3,176,9,187,3,103,0,104,3,89,0,96,6,44,0,53,3,19,3,29,49,1118,53,1220
ILOC50600101,0,0,0,0,0,3,0,3,0,5,0,5,0,27,0,28,0,86,0,86,0,60,3,61,0,44,0,44,0,29,0,27,0,3,0,3,3,262,7,266,0,0,0,0,0,3,0,3,0,4,0,4,0,17,0,17,0,38,0,38,0,17,0,19,0,31,0,31,0,10,0,11,0,0,0,0,0,114,3,123,0,0,0,0,0,7,0,9,0,6,0,6,0,46,0,46,0,131,0,131,0,79,4,81,0,73,0,73,0,38,0,41,0,3,0,3,0,373,10,385
ILOC50600102,0,26,0,21,0,36,0,36,0,11,0,17,0,8,3,14,0,22,0,22,0,15,0,19,0,13,0,13,3,3,0,4,0,5,0,5,3,137,3,142,0,27,3,25,0,30,0,30,0,10,0,10,0,12,0,14,0,31,0,36,0,10,0,13,0,19,0,19,0,12,0,12,0,3,0,6,3,148,9,158,0,48,5,52,0,66,0,63,0,22,0,25,0,27,4,29,0,53,0,57,0,28,0,31,0,31,0,31,3,12,0,11,0,6,0,7,4,284,13,308
ILOC50600103,0,3,3,6,0,13,0,13,0,7,0,7,0,7,0,7,0,12,0,9,0,9,0,9,0,12,0,12,0,7,0,3,3,0,0,3,3,55,5,65,0,4,3,7,0,11,3,16,0,6,0,6,0,7,0,7,3,16,0,20,0,9,0,9,0,5,0,5,0,5,0,11,3,3,0,5,8,74,3,84,0,8,6,16,0,28,3,28,0,13,0,13,0,13,0,13,3,25,0,29,0,18,0,18,0,13,0,13,0,14,0,17,8,3,0,10,11,127,7,154
ILOC50600104,0,4,0,4,0,8,0,8,0,4,0,4,0,0,0,0,0,5,0,5,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,6,0,6,0,3,0,3,0,3,0,3,0,3,0,3,0,8,0,8,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,38,0,38,0,9,0,9,0,12,0,12,0,7,0,7,0,8,0,8,0,13,0,13,0,12,0,12,0,4,0,4,0,3,0,3,0,3,0,3,0,74,0,74
ILOC50600105,0,3,0,3,0,10,0,10,0,5,0,5,0,0,0,0,0,11,0,11,0,8,0,6,0,3,0,5,0,9,0,4,0,5,0,5,0,46,3,51,0,0,0,0,0,10,0,10,0,4,0,4,0,3,0,3,0,8,0,8,0,0,3,3,0,10,0,13,0,0,0,3,0,0,0,5,3,40,3,51,0,8,0,3,0,16,0,17,0,5,0,5,0,4,0,4,0,19,0,19,0,7,3,10,0,14,3,18,0,8,0,13,0,9,0,5,0,88,11,101
ILOC50600106,0,47,0,44,3,74,0,79,0,23,3,28,0,34,0,34,0,45,3,49,3,38,0,43,0,21,0,20,0,16,0,15,0,3,0,4,11,291,9,309,0,36,0,42,0,60,5,68,0,27,0,29,0,18,0,20,0,43,0,43,0,37,3,35,0,25,3,28,4,10,0,11,0,4,0,9,11,260,12,274,3,85,3,89,7,138,3,143,0,45,4,53,0,49,0,56,0,86,3,84,0,72,4,81,0,49,3,50,5,21,0,31,6,9,0,7,17,552,19,589
ILOC50600107,0,0,0,0,0,7,0,7,0,5,0,9,0,8,0,8,0,9,0,8,0,0,0,3,0,5,0,5,0,3,0,3,0,0,0,0,0,40,3,43,0,3,0,3,0,13,0,13,0,8,0,8,0,3,0,3,0,8,0,7,0,5,0,5,0,5,0,5,0,6,0,6,0,0,0,0,0,56,0,59,0,8,0,8,0,26,0,26,0,10,0,13,0,13,0,13,0,17,0,20,0,3,0,6,0,8,0,8,0,8,0,8,0,0,0,0,3,97,3,103
ILOC50600108,3,3,0,10,0,15,3,17,0,0,0,0,0,4,0,4,0,5,0,7,0,14,0,17,0,0,0,0,0,3,0,3,0,4,0,6,3,51,9,57,0,6,0,6,0,10,0,6,0,7,0,7,0,3,0,3,0,12,0,12,0,10,0,10,0,3,0,3,0,5,4,6,0,4,0,3,0,58,3,67,3,10,0,12,0,24,3,23,0,13,0,13,0,10,0,10,0,20,0,18,0,25,0,24,0,4,0,4,0,10,4,9,3,7,0,6,6,109,11,122
ILOC50600109,0,10,0,10,0,19,0,19,0,9,0,9,0,4,0,4,0,14,0,14,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,76,0,76,0,5,0,5,0,11,0,11,0,0,0,0,0,10,0,10,0,21,0,21,0,5,0,5,0,3,0,3,0,5,0,5,0,3,0,3,0,66,0,66,0,10,0,10,0,36,0,36,0,12,0,12,0,11,0,11,0,36,0,36,0,14,0,14,0,6,0,6,0,5,0,9,0,3,0,3,0,142,0,138
ILOC50600110,0,0,3,7,0,19,0,19,0,6,0,6,0,5,0,5,0,4,0,7,0,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,48,6,53,0,5,0,6,0,5,0,8,0,4,0,4,0,0,0,0,0,16,0,16,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,4,43,3,42,0,6,3,12,0,26,0,23,0,11,0,11,0,4,0,4,0,22,0,19,0,12,0,14,0,4,0,4,0,5,0,11,0,0,0,3,4,93,10,100
ILOC50600201,0,23,0,23,0,36,3,33,0,17,0,17,0,22,0,21,0,95,3,99,0,71,0,70,4,37,0,42,3,30,0,35,0,9,0,9,8,329,14,343,0,12,0,17,0,44,0,44,0,6,0,6,0,11,0,11,0,39,3,39,0,25,3,28,0,27,0,27,3,11,0,18,3,5,0,7,3,182,3,195,0,34,0,38,0,76,3,81,0,20,0,20,0,34,0,36,0,131,3,142,0,92,4,93,4,68,0,72,3,38,3,48,4,12,0,12,10,508,16,541
ILOC50600202,0,7,0,9,0,12,0,12,0,4,3,5,0,4,0,4,0,4,0,7,0,13,0,13,3,12,0,18,3,9,6,12,0,0,0,0,4,67,5,81,0,4,0,4,0,11,3,13,0,8,0,6,0,4,0,4,0,16,3,24,0,15,0,15,0,13,0,12,0,9,0,14,3,4,0,6,7,80,8,99,0,8,0,11,0,24,3,26,0,11,3,13,0,14,0,14,0,24,6,28,0,23,0,23,3,27,0,29,3,19,8,30,3,4,0,6,15,146,15,181
ILOC50600203,0,14,0,14,0,16,0,16,0,3,0,3,0,4,0,3,0,11,0,14,0,8,0,8,0,7,0,7,0,3,0,3,0,3,0,3,0,70,0,76,0,14,0,14,0,13,0,18,0,0,0,3,0,3,0,3,0,9,0,9,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,47,0,54,0,22,0,22,0,31,0,35,0,7,0,5,0,6,0,12,0,17,0,18,0,10,0,10,0,13,0,13,0,9,0,9,0,3,0,4,0,118,5,124
ILOC50600204,0,22,0,22,0,27,0,32,0,15,0,15,0,4,0,4,0,18,0,14,0,21,0,25,0,7,0,7,0,4,0,3,0,0,0,0,0,123,6,130,0,20,0,20,0,27,3,27,0,6,0,6,0,5,0,9,0,18,0,23,0,21,0,21,0,8,0,8,0,7,0,5,0,0,0,0,4,102,8,114,0,37,0,37,0,59,4,65,0,21,0,21,0,11,0,11,0,36,3,33,0,41,0,46,0,20,0,20,3,8,0,7,0,0,0,3,3,221,12,240
ILOC50600301,0,112,3,117,9,184,13,200,4,85,0,93,0,59,3,66,0,116,0,116,0,93,5,98,0,50,0,54,0,26,0,30,4,5,0,13,20,736,26,779,0,94,8,100,5,183,3,193,0,75,3,77,0,72,5,79,0,132,6,139,0,98,4,105,3,72,0,71,0,30,0,33,0,9,0,16,19,767,41,824,0,205,13,224,16,370,16,399,3,155,4,169,0,130,10,143,3,248,6,258,4,193,9,205,7,117,4,129,0,55,0,59,6,23,0,29,35,1504,62,1600
ILOC50600401,0,6,0,6,0,10,0,9,0,3,3,7,0,3,0,3,0,8,7,15,0,3,3,5,0,0,3,0,0,0,0,0,0,4,0,4,0,40,16,53,0,8,3,7,0,10,9,15,0,5,0,5,0,10,0,6,3,8,3,14,0,4,5,7,0,3,0,3,0,0,0,0,0,0,0,3,0,40,17,61,0,15,3,16,0,16,10,24,0,5,4,12,0,12,0,9,3,14,8,20,0,11,6,14,0,3,5,4,0,0,0,3,0,4,0,6,0,82,33,118
ILOC50600402,0,6,0,11,0,12,0,15,0,3,0,3,0,0,0,3,0,16,0,16,0,6,6,16,0,3,0,7,0,4,0,4,0,3,0,3,0,57,12,62,0,3,3,4,0,15,0,15,0,13,3,12,0,3,0,3,0,5,0,10,0,3,4,5,0,4,0,6,0,0,0,0,0,3,0,3,0,50,12,62,0,13,4,17,0,23,0,28,0,15,3,14,0,3,0,9,0,18,0,25,0,13,8,23,0,10,0,9,0,6,0,6,0,4,0,6,0,106,21,131
ILOC50600403,0,8,0,8,0,18,3,18,0,7,0,7,0,9,0,10,0,18,0,18,0,19,0,18,0,20,3,19,0,13,0,15,5,3,0,6,4,110,12,127,0,12,0,12,0,14,4,16,0,12,0,13,0,14,0,12,0,9,0,9,0,12,0,16,0,33,3,32,4,3,0,9,0,3,0,6,4,112,5,130,0,20,3,24,0,29,7,35,0,16,0,20,0,19,0,22,0,28,0,28,0,33,3,35,0,51,7,57,4,17,0,19,0,11,0,13,8,224,18,253
ILOC50600404,5,101,3,106,6,195,9,209,0,69,0,78,3,66,3,71,4,153,9,160,0,92,0,93,6,115,3,124,8,39,3,55,13,23,3,34,47,852,37,934,3,88,11,105,3,162,10,175,3,68,5,78,0,65,4,70,7,151,0,157,6,105,9,119,9,119,6,130,15,45,4,70,30,29,3,64,76,832,59,970,6,186,17,211,15,356,18,392,3,145,12,158,0,127,10,140,11,305,10,320,6,193,9,208,12,231,12,254,22,90,10,124,48,46,8,96,128,1687,95,1904
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
ILOC50600501,0,13,0,16,0,35,0,35,0,19,4,21,0,12,30,43,0,16,55,71,0,13,30,46,0,14,13,28,0,3,3,7,4,0,0,3,4,135,143,279,0,18,0,19,0,20,0,20,0,15,0,15,0,11,3,16,0,15,0,20,0,16,4,24,0,9,3,12,0,8,0,11,0,3,0,3,4,121,12,138,0,34,0,35,0,57,0,54,0,31,4,37,0,25,33,58,0,31,54,87,0,27,39,69,0,27,19,47,0,17,4,15,4,3,0,6,7,258,153,416
ILOC50600502,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,3,0,3,0,8,0,8,0,7,0,7,0,0,0,0,0,0,0,0,0,31,0,31,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,24,0,24,0,4,0,4,0,12,0,12,0,3,0,3,0,5,0,5,0,11,0,11,0,12,0,12,0,14,0,14,0,0,0,0,0,0,0,0,0,52,0,52
ILOC50600503,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,10,0,10,0,10,0,0,0,0,0,0,0,5,0,29,0,34,0,3,0,6,0,7,0,9,0,3,0,3,0,4,0,4,0,3,0,3,0,4,0,3,0,4,0,10,0,6,0,6,0,0,0,0,4,41,3,41,0,3,0,5,0,17,0,17,0,6,0,6,0,4,0,4,0,11,0,9,0,9,0,14,3,10,0,18,0,4,0,4,4,0,0,6,3,66,3,74
ILOC50600504,0,15,0,14,0,29,0,26,0,17,0,19,0,13,0,13,3,20,0,22,0,27,0,29,0,19,0,19,9,10,0,13,5,5,3,13,16,146,12,175,0,12,0,12,0,26,0,26,0,21,0,21,0,11,0,8,0,28,0,25,0,25,0,24,0,23,0,27,3,16,0,21,9,6,0,14,9,168,4,181,0,25,0,27,0,56,0,56,0,37,0,43,0,27,0,24,5,47,3,53,3,50,0,51,0,41,0,40,11,23,0,38,9,17,3,27,27,316,13,354
ILOC50600505,0,17,0,19,0,35,0,37,3,19,0,15,0,16,0,13,0,13,3,19,0,22,0,23,0,20,0,25,0,7,0,7,0,5,0,3,6,141,5,158,0,7,0,7,0,32,5,34,0,14,0,10,0,18,0,16,0,15,3,16,0,17,3,19,0,23,0,28,0,8,0,8,0,0,0,0,5,125,10,144,0,26,0,22,0,61,7,66,3,29,0,32,0,28,0,28,0,27,3,32,0,35,3,37,0,51,0,52,0,16,0,16,3,7,0,7,10,270,18,298
ILOC50700101,0,29,0,30,6,61,7,71,0,33,0,31,0,32,0,30,3,23,3,30,0,25,3,27,0,35,0,34,5,13,0,21,3,13,0,14,13,262,17,289,0,19,0,18,0,67,3,70,0,31,0,31,0,9,0,9,0,26,3,29,0,22,0,22,3,40,0,39,9,14,0,25,7,15,0,25,19,251,3,279,0,51,0,52,4,128,9,136,0,69,0,70,0,38,0,45,0,54,3,58,0,49,3,55,3,71,0,73,10,35,0,40,10,30,3,43,32,511,25,567
ILOC50700102,0,35,3,40,0,56,0,61,0,19,9,29,0,21,43,65,0,25,81,103,0,18,44,68,0,28,16,42,0,20,8,20,3,4,0,12,11,222,205,434,0,15,0,15,0,58,0,60,3,20,0,28,0,10,0,9,0,24,0,24,0,22,0,20,0,31,0,30,0,10,0,10,0,10,0,11,6,198,6,215,0,58,3,54,0,112,0,114,3,44,5,55,0,25,43,72,0,50,81,131,0,39,49,92,3,56,20,74,0,26,8,30,7,17,0,22,16,420,210,649
ILOC50700201,0,36,0,34,3,66,3,81,0,34,0,30,0,20,0,20,0,25,0,25,3,28,3,36,0,28,0,29,0,32,0,38,0,21,3,23,11,288,10,311,0,23,0,25,0,60,4,58,3,24,0,31,0,14,0,14,0,28,0,26,0,23,3,27,4,39,0,48,3,28,0,30,5,19,0,24,14,253,13,284,0,60,0,60,3,129,9,140,3,56,3,67,0,36,0,36,0,49,0,50,6,56,3,59,4,66,0,74,4,58,0,64,8,37,3,42,32,541,20,594
ILOC50700202,0,0,0,0,0,11,0,12,0,0,0,0,0,3,0,3,0,4,0,6,0,3,0,3,0,3,0,4,0,3,0,3,0,3,0,3,4,25,0,32,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,6,0,6,5,33,0,30,0,4,0,4,3,20,0,21,0,4,0,4,0,7,0,7,0,5,0,8,0,6,0,6,0,11,0,10,0,7,0,7,0,9,0,9,6,58,0,66
ILOC50700203,0,0,3,3,0,9,0,17,0,0,0,0,0,0,0,0,0,6,0,5,0,9,0,10,0,6,0,3,0,0,0,3,0,3,0,3,3,31,5,45,0,3,0,3,0,9,0,4,0,6,0,6,0,0,0,4,0,6,0,6,0,6,0,6,0,3,4,9,3,3,0,3,0,4,0,4,3,33,3,44,0,3,3,9,0,20,3,21,0,6,0,6,0,0,0,4,0,8,0,10,0,11,0,16,0,9,3,10,6,6,0,13,0,8,0,8,7,65,9,84
ILOC50700204,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,7,0,5,0,8,3,27,0,36,0,0,0,4,0,8,0,8,0,3,0,3,0,0,0,0,0,6,0,6,0,3,0,4,0,4,0,3,0,4,0,3,0,7,0,7,0,30,3,41,0,3,0,8,0,9,0,15,0,4,0,4,0,0,0,0,0,13,0,13,0,8,0,3,0,7,0,7,0,9,0,9,7,4,0,14,8,60,3,71
ILOC50700205,0,6,0,6,0,12,0,12,0,7,0,7,0,3,0,3,0,3,0,6,0,7,0,6,0,3,0,3,0,0,0,6,0,3,0,3,3,37,0,43,0,3,0,3,0,12,0,12,0,4,0,4,0,3,0,3,0,4,0,4,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,6,3,42,0,44,0,8,0,8,0,26,0,26,0,10,0,10,0,5,0,5,0,7,0,7,0,14,0,11,0,5,0,5,3,7,0,13,0,4,0,5,3,85,0,92
ILOC50700301,0,15,0,16,0,20,0,19,0,15,0,15,0,17,0,17,0,16,0,13,0,8,0,12,0,15,0,18,0,16,0,13,4,8,0,11,7,119,4,132,0,14,0,11,0,30,0,26,0,11,0,10,0,14,0,14,0,11,0,10,0,9,0,14,0,19,0,20,0,15,0,12,0,6,0,12,11,134,0,146,0,28,0,31,4,46,0,52,0,24,0,27,0,31,0,31,3,23,3,27,0,19,0,21,4,37,0,38,0,24,0,32,7,9,0,17,19,257,5,277
ILOC50700302,0,9,0,9,0,21,0,21,0,4,0,4,0,0,0,0,0,6,0,6,0,8,0,8,0,9,0,9,0,4,0,4,0,0,0,3,5,50,0,57,0,12,0,12,0,19,0,27,0,17,0,17,0,3,0,3,0,8,0,3,0,6,0,6,0,6,0,6,0,0,0,0,0,0,0,3,0,77,0,81,0,18,0,18,0,41,0,44,0,16,0,16,0,5,0,5,0,11,0,14,0,15,0,15,0,17,0,17,0,7,0,7,4,0,0,6,3,128,0,135
ILOC50700303,0,11,0,11,0,24,0,27,0,8,0,13,0,3,10,12,0,11,33,36,0,9,24,30,0,10,14,21,0,0,0,0,0,0,0,0,0,69,86,157,0,16,0,17,0,13,0,13,0,3,0,8,0,5,0,5,0,6,0,6,0,11,0,11,0,5,0,10,0,0,0,3,0,0,0,0,4,65,0,69,0,27,0,23,0,38,0,35,0,13,0,19,0,7,10,20,0,13,33,44,0,13,24,43,0,13,14,27,0,4,0,4,0,0,0,4,10,136,88,224
ILOC50700304,0,14,0,16,4,21,0,26,0,15,0,15,0,13,0,13,0,18,0,18,0,3,0,5,3,10,0,11,0,12,0,13,3,3,0,4,9,95,4,109,0,12,0,12,0,40,4,42,3,12,3,16,0,8,0,8,0,24,0,26,0,12,0,13,3,12,3,15,3,10,0,12,3,5,0,11,14,123,11,145,0,20,0,23,4,61,4,65,3,25,3,30,0,17,0,17,0,41,0,40,0,18,3,24,4,16,3,26,4,15,0,23,6,6,0,12,19,220,11,258
ILOC50700305,0,11,3,9,5,22,0,27,0,13,0,13,0,13,0,13,0,14,0,16,0,3,0,3,0,15,0,15,3,6,0,10,0,0,0,5,8,100,3,112,0,13,0,13,0,20,3,25,0,10,0,12,0,15,0,15,0,16,0,11,0,5,4,11,0,15,0,17,0,5,0,6,0,4,0,6,4,113,8,125,0,25,3,25,5,45,3,51,0,23,0,29,0,28,0,31,0,24,0,27,0,15,4,14,0,31,0,32,4,12,0,17,0,11,0,14,19,208,10,236
ILOC50700401,0,36,3,40,0,74,4,83,0,27,0,27,3,18,0,20,0,24,0,27,0,29,0,35,3,19,0,21,0,16,0,18,4,8,0,15,19,265,13,296,0,43,0,43,0,89,0,90,0,27,0,27,0,18,0,19,0,32,0,32,3,36,0,44,4,23,0,29,0,15,0,18,5,6,0,17,13,294,10,314,0,75,3,81,0,166,5,176,0,60,0,60,3,34,3,41,0,61,3,66,4,72,0,75,8,41,4,50,0,29,0,35,9,19,0,31,32,555,17,603
ILOC50700501,0,11,0,9,3,37,0,36,0,11,0,16,0,13,0,13,0,18,0,18,0,10,0,10,0,15,0,21,0,14,0,17,0,8,0,8,3,127,6,138,0,17,0,16,0,35,0,39,0,10,0,10,0,9,0,9,0,20,0,23,0,11,0,11,0,11,0,13,4,8,0,14,0,4,0,3,5,128,4,143,0,26,3,31,3,71,3,76,0,25,0,26,0,15,0,15,0,35,0,34,0,21,0,18,4,30,3,35,4,22,0,26,0,12,0,11,8,260,9,276
ILOC50700502,0,12,0,12,0,6,3,7,0,4,0,4,0,3,0,3,0,3,0,4,0,6,0,6,0,8,0,9,0,3,0,6,0,3,0,5,4,43,7,54,0,6,0,6,0,15,7,16,0,3,0,3,0,4,0,4,0,4,0,5,0,8,0,8,0,7,0,7,3,3,0,6,0,4,0,7,10,48,4,65,0,15,0,14,0,19,10,27,0,7,0,7,0,9,0,9,0,12,3,15,0,12,0,12,4,13,0,11,4,10,0,12,0,7,0,10,11,91,15,117
ILOC50700601,0,33,3,36,4,67,7,77,0,39,0,35,0,15,3,24,0,32,0,32,0,24,0,27,3,20,3,27,3,15,0,19,0,13,0,15,16,251,10,283,0,34,3,40,0,74,4,77,0,26,3,29,0,24,3,22,3,28,0,30,3,36,0,42,3,28,0,30,3,22,0,26,0,6,0,9,18,277,13,307,3,63,6,70,5,140,5,154,0,65,3,67,3,43,5,48,3,57,0,64,6,59,0,63,5,53,3,59,3,38,0,43,3,20,0,21,38,528,24,589
ILOC50700701,0,18,0,18,0,21,0,21,0,4,0,4,0,3,0,3,0,9,0,9,0,4,0,4,0,9,0,9,0,5,0,5,0,4,0,5,3,73,0,76,0,11,0,11,0,18,0,18,0,8,0,8,0,0,0,6,0,11,0,11,0,9,0,11,0,7,0,7,3,11,0,7,0,3,0,5,3,73,0,76,0,31,0,31,0,36,0,36,0,7,0,7,0,9,0,7,0,19,0,19,0,11,0,15,0,19,0,19,3,10,0,15,3,10,0,10,7,150,3,159
ILOC50700702,0,10,0,12,0,26,0,22,0,0,0,0,0,4,0,4,0,9,0,9,0,6,0,6,0,5,0,5,0,4,0,4,0,3,0,5,4,65,3,76,0,8,0,8,0,16,0,22,0,3,0,6,0,0,0,0,0,9,0,10,0,10,0,14,0,3,3,5,0,4,0,3,3,0,0,5,4,65,7,80,0,20,0,22,3,45,0,43,0,3,0,5,0,4,0,4,0,19,0,19,0,18,0,18,0,7,3,9,0,7,0,9,6,6,0,10,10,131,11,149
ILOC50700703,0,8,0,8,0,18,0,18,0,4,0,3,0,0,0,0,0,6,0,12,0,8,0,5,0,3,0,3,0,11,0,11,0,0,0,7,4,57,3,66,0,3,0,4,0,15,0,22,0,5,0,5,0,3,0,3,0,13,0,15,0,4,0,4,0,14,0,14,0,13,0,13,0,7,0,4,0,70,7,74,0,14,0,17,0,38,0,38,0,7,0,9,0,5,0,5,0,19,3,24,0,11,3,11,0,15,0,16,0,19,0,20,0,7,0,9,5,130,6,143
ILOC50700801,0,13,0,10,0,19,0,19,0,3,0,3,0,3,0,3,5,12,0,18,0,7,0,6,0,7,0,7,3,3,0,8,3,0,0,4,8,72,3,79,0,10,0,10,0,20,0,20,0,0,0,0,0,5,0,5,0,11,0,11,0,6,0,6,0,6,0,6,0,7,0,7,0,3,0,3,0,59,0,62,0,17,0,19,0,42,0,42,0,3,0,3,0,6,0,6,5,22,0,21,0,12,0,11,0,14,0,14,6,11,0,12,3,3,0,4,9,130,3,143
ILOC50700802,0,15,0,23,0,30,3,30,0,9,0,9,0,8,0,7,0,6,0,7,0,14,0,14,0,9,3,12,0,13,0,13,0,0,0,0,0,117,8,123,0,13,0,13,0,29,0,30,0,3,0,3,0,6,0,9,0,17,0,16,3,17,0,17,0,17,0,18,0,6,0,6,0,6,0,8,7,109,4,123,0,29,0,34,0,62,3,62,0,16,0,16,0,13,0,14,0,24,0,27,3,28,0,31,3,25,7,33,0,23,0,23,0,11,0,10,9,227,12,245
ILOC50700901,7,125,7,139,13,219,4,238,6,93,0,96,4,82,0,83,8,118,4,130,0,57,0,62,3,68,4,73,17,41,0,58,9,21,0,29,65,816,24,903,0,103,0,111,3,209,3,212,3,102,4,113,3,77,0,80,3,123,6,131,10,77,3,95,16,81,0,94,6,61,0,64,10,36,0,43,49,875,18,944,8,232,9,248,15,427,5,455,6,193,4,206,6,160,0,163,14,236,6,254,14,137,6,154,20,146,3,167,18,100,3,124,14,57,0,77,118,1686,39,1846
