ILOC_CODE_2016,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
ILOC50600110,0,4,3,6,0,0,0,5,0,4,0,7,3,4,0,6,0,0,0,0,0,0,0,4,0,0,0,0,3,23,11,33,0,6,0,4,0,0,0,0,5,5,3,16,0,4,0,4,0,0,0,3,0,3,0,3,0,0,0,0,3,20,6,29,0,4,4,11,0,3,0,4,5,12,3,19,3,10,0,14,0,0,0,4,0,9,0,11,0,3,0,3,10,44,17,64
ILOC50600201,0,17,0,17,0,19,3,21,10,88,3,99,7,54,8,70,13,32,4,42,0,30,3,35,0,5,3,9,29,240,18,288,3,0,0,6,4,6,0,11,4,32,0,39,0,22,5,28,4,23,0,27,0,10,0,18,0,6,0,7,16,104,11,130,3,15,0,20,7,26,3,36,18,125,3,142,7,79,13,93,15,53,4,72,0,43,3,48,0,9,3,12,52,346,27,425
ILOC50600202,0,3,3,5,0,4,0,4,0,7,0,7,0,11,0,13,4,7,4,18,0,12,4,12,0,0,0,0,5,39,8,61,0,4,3,6,3,3,0,4,3,15,0,24,0,10,0,15,0,12,0,12,3,9,0,14,0,4,0,6,12,59,8,84,3,4,3,13,3,7,0,14,3,21,0,28,5,17,0,23,4,20,4,29,5,25,5,30,0,4,0,6,21,100,18,142
ILOC50600203,0,3,3,3,0,3,0,3,0,9,0,14,0,8,0,8,0,11,0,7,0,0,0,3,0,0,0,3,0,41,8,43,0,3,0,3,0,3,0,3,0,7,0,9,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,18,0,22,0,3,3,5,0,11,0,12,0,19,0,18,0,10,0,10,0,9,0,13,0,6,0,9,3,0,0,4,3,54,4,67
ILOC50600204,0,12,0,15,3,3,0,4,0,16,0,14,4,15,3,25,0,9,0,7,0,3,0,3,0,0,0,0,12,56,5,73,0,6,0,6,0,5,0,9,0,18,0,23,3,17,0,21,0,8,0,8,0,5,0,5,0,0,0,0,9,56,3,67,0,20,0,21,3,7,0,11,3,28,0,33,11,29,3,46,0,18,0,20,0,9,3,7,0,3,0,3,15,113,8,137
ILOC50600301,4,72,10,93,6,54,6,66,12,100,5,116,16,76,5,98,6,40,7,54,0,24,5,30,0,8,0,13,42,378,46,461,4,58,12,77,0,69,10,79,15,115,10,139,21,82,0,105,13,58,3,71,3,25,4,33,0,17,0,16,66,422,41,521,9,136,22,169,12,117,17,143,29,219,16,258,38,159,13,205,20,99,9,129,5,52,5,59,0,21,3,29,103,796,83,985
ILOC50600401,0,3,3,7,0,3,0,3,0,6,7,15,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,4,3,21,14,40,0,0,0,5,0,9,0,6,0,4,3,14,0,4,5,7,0,3,0,3,0,0,0,0,3,0,0,3,4,20,15,42,0,9,4,12,3,9,0,9,0,14,7,20,0,6,6,14,0,3,5,4,0,3,0,3,0,0,0,6,11,39,25,77
ILOC50600402,0,3,0,3,0,0,0,3,0,10,5,16,0,7,3,16,0,3,0,7,0,4,0,4,0,3,0,3,0,38,6,47,4,0,8,12,0,0,0,3,3,0,0,10,0,3,6,5,0,0,0,6,0,0,0,0,0,3,0,3,14,13,13,43,4,4,8,14,3,3,0,9,3,12,7,25,0,13,8,23,0,8,0,9,0,4,0,6,0,5,0,6,20,52,23,85
ILOC50600403,0,5,0,7,0,10,0,10,0,18,0,18,0,16,4,18,0,20,3,19,3,13,0,15,0,5,0,6,6,80,13,96,0,8,0,13,3,11,0,12,0,7,0,9,3,12,0,16,0,28,0,32,3,5,0,9,0,3,0,6,13,81,3,98,0,15,0,20,3,20,0,22,0,31,0,28,3,30,8,35,3,49,3,57,5,15,0,19,3,12,0,13,18,164,13,196
ILOC50600404,4,61,11,78,0,58,11,71,8,135,19,160,12,77,6,93,13,93,18,124,5,41,7,55,3,29,3,34,50,491,69,615,7,62,16,78,3,58,6,70,20,126,11,157,18,95,4,119,21,103,11,130,10,46,7,70,4,50,11,64,91,534,62,692,13,116,25,158,5,117,21,140,32,258,28,320,29,166,15,208,36,194,22,254,15,85,21,124,3,84,10,96,134,1027,135,1300
ILOC50600405,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10
ILOC50600501,0,17,4,21,0,12,30,43,3,11,57,71,0,13,30,46,0,14,13,28,0,3,3,7,0,3,0,3,4,84,136,226,0,8,0,15,4,6,3,16,0,15,5,20,3,18,4,24,3,8,0,12,3,9,0,11,0,3,0,3,15,64,13,99,4,27,4,37,4,22,33,58,4,31,55,87,3,27,39,69,3,27,16,47,3,16,3,15,0,9,0,6,18,151,149,319
ILOC50600502,0,0,0,0,0,3,0,3,0,7,0,3,0,8,0,8,0,7,0,7,0,0,0,0,0,0,0,0,0,24,0,28,0,4,0,4,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,18,0,3,0,3,0,5,0,5,0,4,3,11,0,12,0,12,0,14,0,14,0,0,0,0,0,0,0,0,0,38,3,43
ILOC50600503,0,3,0,3,0,0,0,0,0,3,0,3,0,3,3,10,4,4,0,10,0,0,0,0,0,0,0,5,4,17,5,28,0,3,0,3,0,3,0,4,0,3,0,3,0,4,0,3,4,5,0,10,0,0,0,6,0,0,0,0,8,16,7,26,0,6,0,6,0,3,0,4,0,8,0,9,0,6,3,14,7,9,0,18,0,0,3,4,0,3,0,6,11,34,7,52
ILOC50600504,0,15,8,19,0,12,3,13,0,14,3,22,4,16,4,29,0,17,0,19,0,13,0,13,0,15,0,13,11,99,18,131,0,15,3,21,0,7,0,8,3,16,3,25,3,21,3,24,3,19,0,27,3,11,6,21,4,8,3,14,23,101,18,140,3,32,8,43,3,20,3,24,3,34,12,53,7,35,6,51,8,29,4,40,3,30,6,38,4,19,7,27,31,203,39,271
ILOC50600505,0,14,7,15,0,13,0,13,3,13,0,19,0,20,0,23,0,22,0,25,0,7,0,7,0,3,3,3,7,91,12,107,3,13,0,10,0,18,0,16,3,13,0,16,0,12,3,19,4,20,3,28,0,4,0,8,0,0,0,0,11,80,3,100,3,20,7,32,0,29,0,28,8,23,0,32,3,30,3,37,5,45,3,52,0,11,0,16,0,3,3,7,21,171,12,204
ILOC50700101,3,29,3,31,6,28,0,30,3,21,0,30,3,29,0,27,5,24,0,34,5,12,0,21,0,15,3,14,23,159,7,188,0,36,0,31,0,9,0,9,3,21,3,29,5,20,0,22,7,28,3,39,5,18,0,25,0,18,3,25,28,144,14,188,3,59,3,70,6,35,0,45,9,46,3,58,6,46,0,55,13,53,5,73,8,30,3,40,0,28,4,43,56,303,22,381
ILOC50700102,4,21,5,29,0,18,45,65,7,18,81,103,0,20,49,68,3,20,15,42,0,17,3,20,0,5,0,12,16,122,201,340,3,25,0,28,0,5,0,9,6,22,0,24,0,21,0,20,12,17,0,30,9,3,0,10,3,11,0,11,35,99,3,136,7,42,5,55,5,25,41,72,13,38,81,131,3,36,49,92,17,39,19,74,10,24,3,30,4,16,0,22,52,220,202,477
ILOC50700201,3,33,0,30,0,18,0,20,3,23,0,25,0,33,0,36,3,24,3,29,5,33,0,38,0,16,3,23,12,167,12,198,0,29,5,31,0,10,0,14,3,23,5,26,10,16,0,27,6,37,4,48,9,23,3,30,4,15,0,24,27,156,13,197,3,56,7,67,0,27,3,36,3,41,4,50,7,50,0,59,10,62,7,74,11,49,5,64,6,36,6,42,42,326,28,393
ILOC50700202,0,0,0,0,0,3,0,3,0,4,0,6,0,3,0,3,0,3,0,4,0,3,0,3,0,0,0,3,0,19,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,6,3,16,0,20,0,3,0,4,0,4,0,7,0,3,0,8,0,6,0,6,3,9,0,10,0,7,0,7,0,5,4,9,8,27,4,43
ILOC50700203,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,10,0,4,0,3,0,3,0,3,0,0,0,3,6,18,3,25,0,0,0,6,0,3,0,4,0,5,0,6,3,0,0,6,0,3,3,9,3,3,0,3,0,3,0,4,4,18,7,32,0,0,0,6,0,3,0,4,3,10,3,10,3,5,0,16,0,6,3,10,3,7,0,13,3,4,0,8,13,34,11,62
ILOC50700204,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,4,0,7,0,7,0,3,0,8,0,19,3,19,0,0,0,3,0,0,0,0,4,10,0,6,0,3,0,4,3,3,0,3,0,3,0,3,0,4,0,7,9,21,0,33,0,0,0,4,0,0,0,0,4,9,0,13,0,3,0,3,4,3,0,7,0,9,0,9,0,6,3,14,7,36,4,49
ILOC50700205,0,7,0,7,0,0,0,3,0,6,0,6,0,5,0,6,0,0,0,3,0,6,0,6,0,0,0,3,0,23,3,30,0,0,0,4,0,0,0,3,0,4,0,4,3,3,0,3,0,3,0,3,0,3,0,4,0,3,0,6,10,22,0,28,0,4,0,10,0,0,0,5,0,7,0,7,4,9,0,11,0,3,0,5,0,7,0,13,0,4,3,5,11,43,4,54
ILOC50700301,0,14,0,15,0,13,0,17,0,16,0,13,0,7,0,12,3,14,0,18,0,11,0,13,0,6,0,11,9,85,4,97,0,13,0,10,3,17,0,14,0,11,0,10,4,9,0,14,3,17,0,20,5,8,0,12,3,5,0,12,14,78,3,101,3,22,0,27,3,32,0,31,0,27,3,27,4,15,4,21,3,33,0,38,4,20,0,32,5,13,3,17,26,166,12,199
ILOC50700302,0,0,0,4,0,0,0,0,0,3,0,6,0,3,0,8,0,7,0,9,0,0,0,4,0,3,0,3,3,20,3,28,0,12,0,17,0,3,0,3,4,0,0,3,3,3,0,6,3,9,0,6,0,0,0,0,0,0,0,3,10,33,3,48,0,16,3,16,0,3,0,5,4,4,0,14,3,8,0,15,3,14,0,17,0,3,0,7,0,3,0,6,12,52,4,72
ILOC50700303,0,9,4,13,0,3,10,12,0,4,32,36,0,3,24,30,0,4,14,21,0,0,0,0,0,0,0,0,5,27,87,122,0,3,0,8,0,7,0,5,0,6,0,6,3,3,0,11,0,5,0,10,0,3,0,3,0,0,0,0,5,33,5,41,0,12,3,19,0,8,15,20,0,11,32,44,5,8,25,43,0,15,17,27,0,4,0,4,0,4,0,4,10,58,90,161
ILOC50700304,0,15,0,15,0,8,3,13,3,14,0,18,0,6,0,5,0,7,0,11,3,9,0,13,0,5,0,4,10,55,4,73,0,16,0,16,0,8,0,8,0,23,0,26,0,15,0,13,0,9,0,15,0,12,0,12,0,3,0,11,7,85,7,99,0,27,0,30,0,14,3,17,3,34,0,40,0,20,4,24,0,16,4,26,4,18,0,23,3,12,0,12,18,138,16,168
ILOC50700305,0,5,3,13,0,13,0,13,0,12,3,16,0,3,0,3,5,6,3,15,4,6,0,10,0,5,0,5,10,55,11,74,4,6,0,12,3,13,0,15,0,11,0,11,0,11,0,11,0,14,0,17,0,5,0,6,0,7,0,6,13,64,10,84,4,16,7,29,3,28,0,31,0,22,3,27,0,17,0,14,5,18,3,32,7,11,0,17,0,11,0,14,19,118,19,158
ILOC50700401,0,26,7,27,0,17,3,20,3,26,0,27,3,31,0,35,0,17,0,21,4,11,0,18,3,13,0,15,16,144,10,174,3,27,3,27,0,17,0,19,0,34,0,32,0,42,0,44,6,20,0,29,0,16,0,18,0,9,0,17,17,152,9,181,3,47,5,60,0,34,3,41,7,54,3,66,3,72,0,75,8,38,4,50,9,30,0,35,6,27,4,31,32,303,20,352
ILOC50700501,0,14,5,16,0,10,0,13,0,16,0,18,0,10,0,10,0,12,0,21,0,11,3,17,0,5,0,8,5,76,12,87,0,6,8,10,0,7,0,9,0,17,0,23,0,8,0,11,3,5,0,13,0,6,0,14,0,3,0,3,9,62,12,83,0,22,4,26,0,16,4,15,0,32,0,34,3,15,0,18,3,20,7,35,5,18,3,26,0,10,0,11,15,137,22,169
ILOC50700502,0,0,0,4,0,3,0,3,0,3,4,4,3,4,0,6,0,8,0,9,0,4,3,6,0,0,0,5,7,22,6,32,0,3,0,3,0,3,0,4,3,3,0,5,4,3,0,8,3,4,0,7,3,3,0,6,0,8,0,7,11,22,5,41,0,3,0,7,0,3,0,9,3,7,0,15,3,8,0,12,3,10,0,11,3,4,0,12,3,9,0,10,18,46,7,70
ILOC50700601,3,33,3,35,0,22,0,24,9,24,0,32,3,19,0,27,4,25,0,27,3,13,0,19,3,10,7,15,23,136,10,168,0,26,4,29,0,18,3,22,5,24,0,30,7,30,0,42,9,24,0,30,4,18,0,26,0,10,3,9,28,158,10,191,3,55,10,67,3,40,3,48,9,46,0,64,12,53,0,63,9,44,3,59,8,36,0,43,3,16,3,21,49,291,21,362
ILOC50700701,0,4,0,4,0,3,0,3,0,9,0,9,0,4,0,4,0,4,0,9,0,5,0,5,0,4,3,5,0,31,4,37,0,4,0,8,0,6,0,6,0,5,0,11,0,11,0,11,0,8,0,7,0,6,0,7,0,5,0,5,4,41,5,49,0,9,3,7,0,8,0,7,0,15,0,19,0,15,0,15,0,14,0,19,0,12,0,15,0,12,3,10,3,75,8,92
ILOC50700702,0,0,0,0,0,4,0,4,3,4,0,9,0,3,0,6,0,3,0,5,0,7,0,4,0,4,0,5,3,27,9,40,0,3,0,6,0,0,0,0,0,11,0,10,3,12,0,14,0,4,0,5,0,3,0,3,0,3,0,5,9,35,4,50,0,4,3,5,0,4,0,4,3,12,0,19,3,14,3,18,0,10,0,9,0,12,0,9,0,5,3,10,12,63,7,83
ILOC50700703,0,3,0,3,0,0,0,0,0,7,0,12,3,4,0,5,0,3,0,3,0,7,0,11,0,3,0,7,3,28,3,38,0,3,0,5,0,0,0,3,0,14,0,15,0,4,0,4,0,12,0,14,0,11,3,13,0,4,0,4,4,37,5,53,0,4,3,9,0,0,0,5,3,20,0,24,3,6,0,11,0,12,0,16,0,16,3,20,0,6,0,9,11,72,10,89
ILOC50700801,0,3,0,3,0,4,0,3,0,8,6,18,0,6,3,6,0,3,0,7,0,8,0,8,0,4,0,4,0,41,7,51,0,0,0,0,0,5,0,5,4,10,0,11,0,3,0,6,0,3,0,6,0,9,0,7,0,0,0,3,3,27,3,33,0,3,0,3,0,9,0,6,3,14,6,21,0,13,3,11,0,14,0,14,0,14,0,12,0,3,0,4,6,68,11,85
ILOC50700802,0,3,3,9,0,6,0,7,3,6,0,7,0,13,5,14,0,11,3,12,0,11,0,13,0,0,0,0,6,53,13,77,0,3,0,3,0,5,0,9,5,8,3,16,0,11,5,17,5,12,0,18,0,5,0,6,0,4,0,8,16,49,13,78,0,9,3,16,3,15,3,14,4,17,4,27,0,25,6,31,5,20,4,33,0,15,0,23,0,7,0,10,19,105,30,150
ILOC50700901,10,87,7,96,8,70,7,83,18,108,3,130,5,51,4,62,7,58,7,73,3,44,7,58,3,25,3,29,52,440,33,527,7,95,8,113,4,73,0,80,15,106,8,131,14,72,4,95,17,78,3,94,15,53,0,64,9,35,0,43,81,517,21,619,20,183,8,206,16,142,5,163,31,214,7,254,20,121,7,154,21,135,10,167,20,95,9,124,12,61,5,77,136,953,51,1148
ILOC50701001,0,12,0,11,0,5,0,5,0,6,3,10,0,14,9,18,0,10,3,15,4,3,3,6,3,0,0,3,12,46,17,71,0,7,3,13,0,5,0,5,3,8,0,11,3,11,0,15,0,19,0,17,0,3,0,7,4,8,3,9,12,60,10,76,0,15,3,21,0,9,0,9,3,18,4,22,3,24,9,31,4,26,5,34,3,7,3,16,5,8,3,12,23,108,22,150
ILOC50701002,0,30,3,29,0,12,0,12,0,9,0,11,3,11,3,16,0,10,0,10,0,7,0,14,0,0,0,3,10,74,5,90,0,11,0,17,3,7,0,11,0,13,0,14,0,14,0,23,7,15,4,22,0,7,0,10,0,10,0,11,13,80,5,100,0,39,3,43,3,15,0,21,0,17,4,20,3,33,3,41,7,24,3,33,0,16,0,17,0,8,0,14,16,155,15,187
ILOC50701101,0,25,4,31,0,10,0,10,0,8,0,17,0,16,0,17,0,14,3,13,0,6,0,8,0,6,0,10,10,85,7,101,0,22,3,23,3,6,0,11,4,16,0,20,3,10,0,15,3,8,0,18,3,7,0,8,0,6,0,6,18,83,4,99,0,49,6,53,3,16,0,20,7,26,0,36,3,27,0,29,5,23,4,32,6,13,0,21,0,15,0,15,23,168,13,199
ILOC50701102,0,15,3,18,0,17,0,20,0,7,0,7,0,15,0,13,0,11,3,14,0,10,0,10,0,7,0,5,3,81,9,91,0,10,4,11,0,10,0,9,6,8,0,19,0,16,0,16,3,5,0,13,3,10,0,14,0,10,0,10,14,73,4,90,0,20,8,30,0,28,0,25,6,20,0,22,0,25,0,28,3,19,3,24,3,21,0,29,0,13,3,23,13,152,13,180
ILOC50701201,0,3,0,3,0,4,0,4,0,6,0,6,0,5,0,12,0,6,0,10,3,0,0,8,0,0,0,0,3,28,7,34,0,6,0,6,0,0,0,0,0,4,0,8,0,3,0,3,4,5,0,10,0,0,0,4,0,4,0,6,7,27,4,33,0,10,0,10,0,4,0,4,0,11,0,12,0,12,0,13,5,13,0,16,4,4,6,12,0,3,0,3,11,50,6,68
ILOC50701202,0,14,3,16,0,9,0,10,3,13,0,10,0,8,0,8,3,3,0,7,0,11,0,7,0,3,0,6,4,54,7,67,0,11,4,13,0,6,0,6,3,15,0,18,3,8,0,14,0,6,0,12,0,5,0,11,0,4,0,6,7,68,5,84,0,19,6,27,0,11,0,14,5,25,0,32,4,17,0,24,3,13,0,20,0,19,3,19,0,6,0,8,18,117,12,151
ILOC50701203,0,6,0,3,0,0,0,0,0,3,0,3,3,0,0,5,0,7,0,7,0,5,0,5,0,3,0,3,3,26,0,32,0,9,0,9,0,4,0,4,0,3,0,7,3,6,0,7,0,4,0,3,3,0,0,3,0,6,0,6,6,28,0,32,0,14,0,13,0,4,0,4,0,5,0,6,6,10,0,16,0,11,0,6,3,4,0,6,0,9,0,9,11,52,0,67
ILOC50701301,0,18,3,17,0,8,0,12,0,12,3,12,0,13,0,12,0,8,0,12,0,13,4,14,0,10,0,10,3,80,10,95,0,5,3,12,3,9,0,13,3,11,3,15,4,9,0,15,6,11,4,25,0,7,3,10,0,15,0,14,22,71,16,110,0,22,5,29,4,19,0,26,3,25,3,33,3,23,0,30,6,23,0,33,0,16,4,27,0,20,0,24,25,151,29,203
ILOC50701302,0,16,0,13,0,12,4,12,6,16,0,18,6,19,4,26,0,9,3,11,5,10,4,20,0,15,0,18,22,93,10,128,3,22,3,27,0,9,0,9,3,23,4,30,0,13,4,23,0,20,4,29,6,21,0,29,0,15,0,20,14,115,19,152,3,32,8,39,0,19,4,19,6,36,7,52,4,33,6,42,4,27,5,39,12,29,3,49,5,29,0,34,35,210,29,278
ILOC50701401,0,26,7,27,3,18,0,19,3,25,3,31,3,20,0,23,3,25,0,30,0,20,0,21,3,4,0,5,16,133,8,152,0,15,3,16,3,17,0,22,6,15,3,29,12,18,0,29,5,29,3,35,4,20,3,26,0,15,3,18,30,126,16,172,0,37,6,48,7,37,0,41,8,44,4,56,10,34,4,50,5,53,3,60,9,32,3,43,4,21,3,23,47,252,30,327
ILOC50701501,0,7,0,4,0,4,0,4,0,5,0,7,0,12,0,9,0,17,0,17,0,10,0,8,0,0,0,0,4,47,3,54,0,8,0,11,0,5,0,9,0,12,3,17,0,7,0,6,0,10,0,10,0,8,3,10,0,0,0,0,6,52,6,61,3,15,0,16,0,12,0,14,3,21,6,27,0,14,0,20,0,20,0,21,0,18,4,19,0,3,0,3,6,101,11,117
ILOC50701502,0,0,0,3,0,0,0,3,0,5,0,4,0,6,0,5,3,3,4,7,0,4,0,9,0,5,3,8,5,19,7,37,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,7,3,3,0,9,0,4,0,8,10,23,0,36,3,3,0,9,3,0,0,6,0,5,0,4,0,7,0,12,6,13,4,16,4,6,0,15,0,9,3,14,17,47,7,68
ILOC50701503,0,33,3,33,0,26,3,27,3,27,0,34,0,32,0,31,8,16,0,21,0,21,0,23,0,3,0,3,12,155,6,176,4,31,0,29,3,34,3,39,4,39,0,50,6,37,0,41,10,22,0,34,3,17,3,18,0,4,0,7,32,181,8,217,3,62,3,67,5,55,4,64,12,67,0,80,10,67,0,76,19,43,0,60,4,39,3,38,0,6,0,8,51,331,12,391
ILOC50701504,0,14,0,18,0,10,0,18,3,16,3,24,0,10,0,13,3,17,0,26,0,14,0,19,0,4,3,7,12,92,7,118,3,11,7,17,0,10,0,13,6,13,0,20,3,12,3,14,5,11,0,16,0,8,3,14,0,6,0,7,24,64,11,103,3,24,7,36,3,26,0,26,12,26,3,44,6,18,3,29,9,24,4,42,4,20,3,29,0,8,3,10,41,158,23,217
ILOC50701505,0,3,0,6,0,7,0,9,0,4,0,7,0,0,0,0,3,7,0,14,0,0,0,3,0,4,0,3,6,26,3,40,0,3,0,3,0,3,0,3,0,5,0,5,0,5,0,5,4,3,0,8,0,7,0,6,0,0,0,0,7,28,0,34,0,5,0,10,0,10,0,8,0,7,0,11,0,8,0,8,7,12,0,18,3,6,0,13,0,5,0,6,13,52,5,75
ILOC50800101,3,33,17,54,3,25,7,39,7,47,9,66,5,40,5,48,7,42,9,61,8,22,3,38,0,25,3,31,37,236,57,336,6,18,20,44,15,24,13,51,28,62,14,98,20,48,8,69,21,54,12,83,8,40,0,50,3,37,10,51,93,292,62,451,12,55,33,99,19,48,23,83,32,113,21,164,21,88,12,121,28,98,17,146,20,61,6,89,3,70,13,81,137,530,125,783
ILOC50800102,0,4,0,4,0,0,0,0,7,6,0,12,9,9,0,15,3,7,0,4,3,4,0,8,0,0,0,0,18,31,0,49,0,3,0,3,3,3,0,7,3,7,0,7,3,10,0,10,0,7,0,12,0,4,0,6,0,0,0,3,12,34,0,47,0,5,0,8,3,8,0,11,5,9,0,18,11,18,0,25,5,16,0,19,3,9,0,14,0,3,0,4,27,68,0,98
ILOC50800103,5,15,3,17,4,7,0,14,4,21,4,24,6,10,3,24,7,9,3,15,0,10,0,10,0,3,0,4,21,73,13,107,5,6,8,17,3,3,0,9,10,21,4,30,4,9,5,22,6,6,0,8,3,6,0,15,0,0,0,3,31,55,13,102,7,22,8,33,5,12,0,22,15,42,9,55,13,18,8,46,11,12,4,31,3,18,0,22,3,4,0,6,53,125,26,211
ILOC50800201,0,7,0,7,0,4,0,3,0,5,0,11,0,0,0,0,0,10,0,8,0,3,0,5,0,0,0,0,0,28,5,40,0,3,3,6,0,3,0,7,3,6,0,11,0,13,0,13,0,9,3,18,0,6,0,6,0,3,0,9,3,48,6,62,0,10,3,14,0,6,3,14,6,15,0,20,0,13,0,13,0,23,4,27,0,13,0,11,0,3,0,7,10,78,16,100
ILOC50800202,0,0,0,6,0,3,0,3,0,0,0,4,3,3,0,4,0,3,0,3,0,0,0,4,0,0,0,0,7,18,3,22,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,0,5,13,0,19,0,0,0,3,0,3,0,3,0,8,0,4,4,3,0,9,3,7,0,3,3,5,0,10,0,7,0,3,12,27,3,43
ILOC50800203,3,8,4,14,3,8,0,8,3,27,3,34,3,19,0,24,0,8,6,16,0,15,0,15,0,4,0,7,13,99,18,123,8,9,3,17,0,3,3,11,3,21,4,25,4,13,0,25,0,13,3,17,0,13,0,13,0,6,0,11,19,90,10,115,9,18,5,28,5,9,4,17,3,54,9,62,5,36,0,45,0,23,9,37,0,30,0,29,0,18,0,22,31,181,25,242
ILOC50800204,0,3,3,9,0,12,0,12,0,7,0,15,0,5,0,7,5,12,0,18,0,5,0,10,0,6,0,6,9,57,4,66,5,7,3,11,0,7,0,5,0,9,0,9,7,6,0,16,9,11,0,20,3,3,0,9,0,5,0,10,17,51,6,75,4,13,4,15,0,18,0,14,0,19,0,16,7,11,0,21,13,25,0,35,7,14,0,17,0,15,0,13,28,104,8,146
ILOC50800205,9,16,3,27,3,11,0,11,8,22,0,34,3,13,0,22,0,13,0,17,0,9,0,10,0,4,0,5,27,89,5,123,3,10,3,12,4,14,3,25,8,35,0,42,0,21,3,25,4,8,0,18,0,6,0,6,0,0,0,3,27,95,8,126,6,24,7,40,6,27,3,35,11,56,0,70,9,38,3,46,9,24,0,28,0,12,0,19,3,11,0,12,46,189,9,243
ILOC50800301,0,18,6,23,0,9,0,14,0,22,0,22,0,16,5,15,0,11,0,11,0,8,0,7,0,4,0,4,4,81,8,94,0,9,4,9,0,17,0,19,0,27,6,34,0,13,0,20,0,15,0,15,0,3,0,3,0,6,0,6,0,91,14,106,0,22,5,31,0,27,0,30,0,51,9,57,0,32,4,34,0,29,0,29,0,12,0,14,0,7,0,7,3,176,21,202
