ILOC_CODE_2016,H_w_In_ps_OO_DS_SH,H_w_In_ps_OO_DS_SDRTHT,H_w_In_ps_OO_DS_FA,H_w_In_ps_OO_DS_OD_C,H_w_In_ps_OO_DS_OD_CH,H_w_In_ps_OO_DS_OD_IH_t_SO,H_w_In_ps_OO_OD_HF_a_SO,H_w_In_ps_OO_DS_OD_Tot,H_w_In_ps_OO_DS_NS,H_w_In_ps_OO_Tot,H_w_In_ps_M_DS_SH,H_w_In_ps_M_DS_SDRTHT,H_w_In_ps_M_DS_FA,H_w_In_ps_M_DS_OD_C,H_w_In_ps_M_DS_OD_CH,H_w_In_ps_M_DS_OD_IH_t_SO,H_w_In_ps_M_OD_HF_a_SO,H_w_In_ps_M_DS_OD_Tot,H_w_In_ps_M_DS_NS,H_w_In_ps_M_Tot,H_w_In_ps_RREA_DS_SH,H_w_In_ps_RREA_DS_SDRTHT,H_w_In_ps_RREA_DS_FA,H_w_In_ps_RREA_DS_OD_C,H_w_In_ps_RREA_DS_OD_CH,H_w_In_ps_RREA_DS_OD_IH_t_SO,H_w_In_ps_RREA_OD_HF_a_SO,H_w_In_ps_RREA_DS_OD_Tot,H_w_In_ps_RREA_DS_NS,H_w_In_ps_RREA_Tot,H_w_In_ps_RHA_DS_SH,H_w_In_ps_RHA_DS_SDRTHT,H_w_In_ps_RHA_DS_FA,H_w_In_ps_RHA_DS_OD_C,H_w_In_ps_RHA_DS_OD_CH,H_w_In_ps_RHA_DS_OD_IH_t_SO,H_w_In_ps_RHA_OD_HF_a_SO,H_w_In_ps_RHA_DS_OD_Tot,H_w_In_ps_RHA_DS_NS,H_w_In_ps_RHA_Tot,H_w_In_ps_R_PSH_DS_SH,H_w_In_ps_R_PSH_DS_SDRTHT,H_w_In_ps_R_PSH_DS_FA,H_w_In_ps_R_PSH_DS_OD_C,H_w_In_ps_R_PSH_DS_OD_CH,H_w_In_ps_R_PSH_DS_OD_IH_t_SO,H_w_In_ps_R_PSH_OD_HF_a_SO,H_w_In_ps_R_PSH_DS_OD_Tot,H_w_In_ps_R_PSH_DS_NS,H_w_In_ps_R_PSH_Tot,H_w_In_ps_R_HCC_DS_SH,H_w_In_ps_R_HCC_DS_SDRTHT,H_w_In_ps_R_HCC_DS_FA,H_w_In_ps_R_HCC_DS_OD_C,H_w_In_ps_R_HCC_DS_OD_CH,H_w_In_ps_R_HCC_DS_OD_IH_t_SO,H_w_In_ps_R_HCC_OD_HF_a_SO,H_w_In_ps_R_HCC_DS_OD_Tot,H_w_In_ps_R_HCC_DS_NS,H_w_In_ps_R_HCC_Tot,H_w_In_ps_R_OLT_DS_SH,H_w_In_ps_R_OLT_DS_SDRTHT,H_w_In_ps_R_OLT_DS_FA,H_w_In_ps_R_OLT_DS_OD_C,H_w_In_ps_R_OLT_DS_OD_CH,H_w_In_ps_R_OLT_DS_OD_IH_t_SO,H_w_In_ps_R_OLT_OD_HF_a_SO,H_w_In_ps_R_OLT_DS_OD_Tot,H_w_In_ps_R_OLT_DS_NS,H_w_In_ps_R_OLT_Tot,H_w_In_ps_R_LNS_DS_SH,H_w_In_ps_R_LNS_DS_SDRTHT,H_w_In_ps_R_LNS_DS_FA,H_w_In_ps_R_LNS_DS_OD_C,H_w_In_ps_R_LNS_DS_OD_CH,H_w_In_ps_R_LNS_DS_OD_IH_t_SO,H_w_In_ps_R_LNS_OD_HF_a_SO,H_w_In_ps_R_LNS_DS_OD_Tot,H_w_In_ps_R_LNS_DS_NS,H_w_In_ps_R_LNS_Tot,H_w_In_ps_R_Tot_DS_SH,H_w_In_ps_R_Tot_DS_SDRTHT,H_w_In_ps_R_Tot_DS_FA,H_w_In_ps_R_Tot_DS_OD_C,H_w_In_ps_R_Tot_DS_OD_CH,H_w_In_ps_R_Tot_DS_OD_IH_t_SO,H_w_In_ps_R_Tot_OD_HF_a_SO,H_w_In_ps_R_Tot_DS_OD_Tot,H_w_In_ps_R_Tot_DS_NS,H_w_In_ps_R_Tot_Tot,H_w_In_ps_OTT_DS_SH,H_w_In_ps_OTT_DS_SDRTHT,H_w_In_ps_OTT_DS_FA,H_w_In_ps_OTT_DS_OD_C,H_w_In_ps_OTT_DS_OD_CH,H_w_In_ps_OTT_DS_OD_IH_t_SO,H_w_In_ps_OTT_OD_HF_a_SO,H_w_In_ps_OTT_DS_OD_Tot,H_w_In_ps_OTT_DS_NS,H_w_In_ps_OTT_Tot,H_w_In_ps_T_NS_DS_SH,H_w_In_ps_T_NS_DS_SDRTHT,H_w_In_ps_T_NS_DS_FA,H_w_In_ps_T_NS_DS_OD_C,H_w_In_ps_T_NS_DS_OD_CH,H_w_In_ps_T_NS_DS_OD_IH_t_SO,H_w_In_ps_T_NS_OD_HF_a_SO,H_w_In_ps_T_NS_DS_OD_Tot,H_w_In_ps_T_NS_DS_NS,H_w_In_ps_T_NS_Tot,H_w_In_ps_Tot_DS_SH,H_w_In_ps_Tot_DS_SDRTHT,H_w_In_ps_Tot_DS_FA,H_w_In_ps_Tot_DS_OD_C,H_w_In_ps_Tot_DS_OD_CH,H_w_In_ps_Tot_DS_OD_IH_t_SO,H_w_In_ps_Tot_OD_HF_a_SO,H_w_In_ps_Tot_DS_OD_Tot,H_w_In_ps_Tot_DS_NS,H_w_In_ps_Tot_Tot,OH_OO_DS_SH,OH_OO_DS_SDRTHT,OH_OO_DS_FA,OH_OO_DS_OD_C,OH_OO_DS_OD_CH,OH_OO_DS_OD_IH_t_SO,OH_OO_OD_HF_a_SO,OH_OO_DS_OD_Tot,OH_OO_DS_NS,OH_OO_DS_Tot,OH_M_DS_SH,OH_M_DS_SDRTHT,OH_M_DS_FA,OH_M_DS_OD_C,OH_M_DS_OD_CH,OH_M_DS_OD_IH_t_SO,OH_M_OD_HF_a_SO,OH_M_DS_OD_Tot,OH_M_DS_NS,OH_M_DS_Tot,OH_RREA_DS_SH,OH_RREA_DS_SDRTHT,OH_RREA_DS_FA,OH_RREA_DS_OD_C,OH_RREA_DS_OD_CH,OH_RREA_DS_OD_IH_t_SO,OH_RREA_OD_HF_a_SO,OH_RREA_DS_OD_Tot,OH_RREA_DS_NS,OH_RREA_DS_Tot,OH_RHA_DS_SH,OH_RHA_DS_SDRTHT,OH_RHA_DS_FA,OH_RHA_DS_OD_C,OH_RHA_DS_OD_CH,OH_RHA_DS_OD_IH_t_SO,OH_RHA_OD_HF_a_SO,OH_RHA_DS_OD_Tot,OH_RHA_DS_NS,OH_RHA_DS_Tot,OH_R_PSH_DS_SH,OH_R_PSH_DS_SDRTHT,OH_R_PSH_DS_FA,OH_R_PSH_DS_OD_C,OH_R_PSH_DS_OD_CH,OH_R_PSH_DS_OD_IH_t_SO,OH_R_PSH_OD_HF_a_SO,OH_R_PSH_DS_OD_Tot,OH_R_PSH_DS_NS,OH_R_PSH_DS_Tot,OH_R_HCC_DS_SH,OH_R_HCC_DS_SDRTHT,OH_R_HCC_DS_FA,OH_R_HCC_DS_OD_C,OH_R_HCC_DS_OD_CH,OH_R_HCC_DS_OD_IH_t_SO,OH_R_HCC_OD_HF_a_SO,OH_R_HCC_DS_OD_Tot,OH_R_HCC_DS_NS,OH_R_HCC_DS_Tot,OH_R_OLT_DS_SH,OH_R_OLT_DS_SDRTHT,OH_R_OLT_DS_FA,OH_R_OLT_DS_OD_C,OH_R_OLT_DS_OD_CH,OH_R_OLT_DS_OD_IH_t_SO,OH_R_OLT_OD_HF_a_SO,OH_R_OLT_DS_OD_Tot,OH_R_OLT_DS_NS,OH_R_OLT_DS_Tot,OH_R_LNS_DS_SH,OH_R_LNS_DS_SDRTHT,OH_R_LNS_DS_FA,OH_R_LNS_DS_OD_C,OH_R_LNS_DS_OD_CH,OH_R_LNS_DS_OD_IH_t_SO,OH_R_LNS_OD_HF_a_SO,OH_R_LNS_DS_OD_Tot,OH_R_LNS_DS_NS,OH_R_LNS_DS_Tot
ILOC10100501,63,0,0,0,0,0,0,0,0,65,117,3,0,0,0,0,0,0,0,120,59,7,3,0,0,0,0,0,0,74,48,3,8,0,0,0,0,0,0,60,57,0,5,0,0,0,0,0,0,66,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,4,183,8,23,0,0,0,0,3,0,220,5,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,23,392,13,25,0,0,0,0,5,0,427,1053,27,24,3,0,0,3,6,6,1123,948,10,5,0,0,0,0,0,3,969,329,58,124,0,0,0,0,3,3,519,88,15,30,0,0,0,0,0,0,137,240,8,22,0,0,0,0,0,4,272,3,5,16,0,0,0,0,0,3,24,26,3,3,6,0,0,0,4,3,45,18,0,0,0,0,0,0,0,0,18
ILOC10100502,36,0,0,0,0,0,0,3,0,34,26,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,94,0,0,0,0,0,0,3,0,96,545,0,0,0,3,0,0,3,9,552,355,0,0,0,0,0,0,0,3,353,15,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,4,101,0,0,0,0,0,0,0,0,99,7,0,8,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,3,20
ILOC10100503,17,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,15,3,0,6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,89,0,6,0,0,0,0,0,0,96,113,0,0,0,0,0,3,3,0,118,34,0,0,0,0,0,0,0,0,42,10,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3
ILOC10100601,24,0,0,3,0,0,0,3,0,30,31,0,0,0,0,0,0,0,0,34,12,0,3,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0,0,0,21,17,0,3,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,92,0,3,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,152,0,6,3,0,0,0,0,3,166,386,0,6,3,0,0,0,3,3,404,191,0,0,0,0,0,0,0,0,193,19,3,9,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,0,9,89,0,5,0,0,0,0,0,0,96,0,0,10,0,0,0,0,0,0,11,51,0,5,0,0,0,0,0,0,55,15,0,0,0,0,0,0,0,0,11
ILOC10100701,13,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,0,25,32,0,8,0,0,0,0,3,0,43,36,0,0,0,0,0,0,0,0,43,22,0,3,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,101,0,10,0,0,0,0,3,0,117,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,146,0,16,0,0,0,0,3,0,167,349,10,0,0,0,0,3,3,3,369,172,9,3,0,0,0,0,0,4,190,74,5,15,0,0,0,0,0,0,103,24,0,0,0,0,0,0,0,0,23,65,0,0,0,0,0,0,0,0,68,3,13,0,0,0,0,0,0,0,14,8,0,4,0,3,0,0,3,0,19,4,0,0,0,0,0,0,0,0,6
ILOC10100702,45,0,0,0,0,0,0,0,0,51,41,0,0,0,0,0,0,0,0,41,13,0,0,0,0,0,0,0,0,13,14,0,3,0,0,0,0,0,0,10,36,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,78,0,9,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,174,0,9,3,0,0,0,3,3,182,930,0,0,9,0,0,8,10,14,957,448,0,0,0,0,0,0,0,9,461,44,0,0,0,0,0,0,0,0,46,8,0,0,0,0,0,0,0,0,8,159,0,4,0,0,0,0,0,4,168,0,0,0,0,0,0,0,0,0,3,67,3,0,0,3,0,0,4,3,81,36,0,0,0,0,0,0,0,0,36
ILOC10100801,53,0,0,0,0,0,6,6,0,60,109,0,0,0,0,0,15,15,0,117,100,10,3,0,0,0,8,8,0,119,60,7,0,0,0,0,0,0,0,66,39,0,0,0,0,0,3,3,0,43,22,8,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,225,28,8,0,0,0,10,10,0,268,4,0,0,0,0,0,0,0,0,4,15,3,0,0,0,0,4,7,0,27,405,28,9,0,0,0,34,30,0,473,513,8,0,0,0,0,38,45,3,564,269,0,0,0,0,0,28,23,0,303,136,15,9,0,0,0,13,13,0,175,14,3,0,0,0,0,0,0,0,20,56,7,0,0,0,0,13,13,0,72,4,11,8,0,0,0,0,0,0,29,3,5,3,0,0,0,3,9,3,21,8,3,0,0,0,0,0,0,0,7
ILOC10100802,39,0,0,0,0,0,0,0,0,40,42,0,0,0,0,0,3,3,0,49,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,12,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,3,3,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,144,0,0,0,0,0,6,6,0,154,542,0,0,3,3,0,36,43,4,583,326,0,0,3,0,0,27,34,3,367,32,0,0,0,0,0,3,3,0,34,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,5,5,3,71,7,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,3,32,21,0,0,0,0,0,0,0,0,21
ILOC10200101,53,0,0,0,0,0,0,0,0,53,100,0,0,0,0,0,0,0,0,101,136,35,15,0,0,0,0,0,3,192,131,38,32,0,0,0,0,0,0,199,40,4,4,0,0,0,0,0,0,45,29,0,3,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,344,81,57,0,0,0,0,5,3,488,3,0,0,0,0,0,0,0,0,3,24,3,0,0,0,0,0,0,0,30,524,81,57,0,0,0,0,5,3,667,2717,90,14,5,3,0,6,9,17,2855,2097,48,9,0,0,0,0,4,7,2171,1066,506,239,0,0,3,5,6,17,1835,126,51,80,0,0,0,0,0,0,257,411,52,37,0,4,0,0,4,13,514,21,9,32,0,0,0,0,0,0,65,72,4,3,0,3,0,0,3,3,92,42,10,0,0,0,0,0,0,0,56
ILOC10200201,37,0,0,0,0,0,0,0,0,40,58,0,0,0,0,0,0,0,0,58,62,0,5,0,0,0,0,0,0,74,17,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,19,6,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,0,3,3,0,3,0,0,0,0,0,0,7,112,0,13,0,3,0,0,3,5,131,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,215,0,13,4,3,0,0,3,5,240,1377,3,9,11,4,5,3,19,18,1427,825,3,0,0,0,0,3,3,13,837,324,22,55,0,0,0,0,0,3,405,41,3,0,0,0,0,0,0,0,46,189,0,19,0,0,0,0,3,0,212,6,0,13,0,0,0,0,0,0,24,35,0,4,0,0,0,0,0,3,44,31,0,0,0,0,0,0,0,0,38
ILOC10200301,58,0,0,4,0,0,0,4,0,57,101,0,0,0,0,0,0,0,0,103,154,13,28,0,0,0,0,0,0,190,47,0,8,0,0,0,0,0,0,61,33,0,0,0,0,0,0,0,0,29,20,0,3,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,8,262,13,40,0,0,0,0,0,0,318,3,0,0,0,0,0,0,0,0,3,11,3,3,0,0,0,0,0,0,21,434,19,48,4,0,0,0,3,0,503,877,33,15,0,0,0,3,5,0,930,692,3,6,0,0,0,3,3,4,709,347,61,102,0,5,0,0,7,3,515,39,4,22,0,0,0,0,0,3,68,126,8,23,0,0,0,4,4,3,166,7,9,6,0,0,0,0,0,0,19,17,3,7,0,0,0,0,0,3,33,12,3,5,0,0,0,0,0,0,21
ILOC10200302,43,0,0,0,0,0,0,3,0,44,58,0,0,0,0,0,0,0,0,58,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,44,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,149,0,0,3,0,0,0,4,0,155,514,0,0,3,0,0,0,5,0,525,475,0,0,0,0,0,0,3,4,483,69,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,3,0,59,23,0,0,0,0,0,0,0,0,26
ILOC10200401,24,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,23,14,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,6,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,112,6,0,0,0,0,0,0,0,119,595,3,0,4,0,0,0,6,4,613,392,3,0,0,0,0,3,6,0,402,121,8,13,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,3,99,3,4,0,0,0,0,4,0,108,3,0,0,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,46,28,0,0,0,0,0,0,0,0,32
ILOC10200402,11,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,55,0,0,0,0,0,0,0,0,58,60,0,0,0,0,0,0,3,0,61,21,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ILOC10200501,32,0,0,0,0,3,0,3,0,32,35,0,0,0,0,0,0,0,0,37,22,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,8,63,0,0,0,0,0,0,0,0,64,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,139,0,3,0,0,3,0,4,0,147,879,3,3,20,0,3,0,23,3,906,363,0,0,0,0,0,0,0,3,372,78,8,6,0,0,0,0,0,0,90,0,3,7,0,0,0,0,0,0,8,151,8,0,0,0,0,0,0,0,164,5,0,3,0,0,0,0,0,0,12,96,0,0,0,0,0,0,3,0,96,54,0,0,0,0,0,0,0,0,56
ILOC10200502,63,0,0,0,0,0,3,3,0,69,128,0,0,0,0,0,0,0,0,130,153,8,16,0,0,0,0,0,0,173,87,0,9,0,0,0,0,0,0,101,37,0,0,0,0,0,0,0,0,39,10,5,5,0,0,0,0,0,0,13,4,0,0,0,3,0,0,5,0,11,11,0,0,0,0,0,0,0,0,8,298,18,31,0,3,0,3,3,0,351,0,0,0,0,0,0,0,0,0,0,19,0,8,0,0,0,0,0,0,20,505,21,36,0,3,0,6,6,0,575,2087,23,31,9,0,0,3,18,23,2184,1576,11,8,3,0,4,3,11,18,1622,534,67,172,0,0,0,0,0,8,787,73,3,16,0,0,0,0,0,0,97,338,3,27,0,0,0,0,0,5,375,9,25,33,0,0,0,0,0,33,95,65,0,9,5,9,0,0,19,3,91,46,6,3,0,0,0,0,0,4,60
ILOC10200601,18,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,77,497,0,0,4,0,0,3,6,3,506,323,0,0,0,0,0,3,3,3,324,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,88,29,0,0,0,0,0,0,0,0,29
ILOC10200602,28,0,0,0,0,0,0,0,0,28,43,0,0,0,0,0,0,0,0,44,33,3,5,0,0,0,0,0,0,42,21,0,8,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,85,3,12,0,0,0,0,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,164,3,17,0,0,0,0,3,0,190,368,4,3,3,0,0,0,4,3,383,203,0,0,0,0,0,0,0,0,210,113,4,31,0,0,0,0,0,0,148,15,0,0,0,0,0,0,0,0,12,75,0,4,0,0,0,0,0,0,77,3,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6
ILOC10200603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC10200604,40,0,0,0,0,0,0,0,0,40,26,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,3,3,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,121,3,3,0,0,0,0,0,0,127,225,0,0,0,0,0,4,4,0,232,96,0,0,0,0,0,0,0,0,102,41,0,0,0,0,0,0,0,0,41,9,0,4,0,0,0,0,0,0,12,37,0,3,0,0,0,3,3,0,44,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3
ILOC10200701,15,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,30,24,6,20,0,0,0,0,0,0,49,18,0,16,0,0,0,0,0,0,33,3,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,41,6,51,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,15,94,12,55,0,0,0,0,0,0,165,199,10,18,0,0,0,0,0,0,235,257,5,14,0,0,0,0,0,0,281,102,19,88,0,0,0,0,0,0,218,3,3,14,0,0,0,0,0,0,23,36,6,8,0,0,0,0,0,0,54,0,0,16,0,0,0,0,0,0,19,11,0,0,0,0,0,4,4,0,16,3,0,4,0,0,0,0,0,0,8
ILOC10200702,29,0,0,0,0,0,0,0,0,28,36,0,0,0,0,0,0,0,0,36,85,0,27,0,0,0,0,0,0,113,128,3,34,0,0,0,0,0,0,166,12,0,0,0,0,0,0,0,0,12,15,0,3,0,0,0,0,0,0,18,5,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,245,6,63,0,0,0,3,4,0,318,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,38,333,9,75,3,0,0,3,7,0,422,174,5,13,10,0,0,5,16,0,213,163,5,3,0,0,0,3,3,0,174,89,9,53,0,0,0,0,0,0,154,8,0,14,0,0,0,0,0,0,22,44,0,5,0,0,0,0,3,0,53,0,0,0,0,0,0,0,0,0,4,14,0,14,4,4,0,0,6,0,35,4,0,0,0,0,0,0,0,0,9
ILOC10200703,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,59,184,0,0,0,0,0,0,0,5,188,157,3,0,0,0,0,0,0,0,158,36,4,3,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4
ILOC10200704,13,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,75,0,0,0,0,0,0,0,0,76,12,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
